Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
Liverpool,Vem vann UEFA Champions League med Liverpool 2019?,Alisson Becker,Trent Alexander-Arnold,Mohamed Salah,Roberto Firmino
Liverpool,Vem var Liverpools första kapten?,Andrew Hannah,Steven Gerrard,Emlyn Hughes,Kenny Dalglish
Liverpool,Vem avgjorde CL-finalen 2005 med sista straffen?,Andriy Shevchenko,Xabi Alonso,Steven Gerrard,John Arne Riise
Liverpool,Vem var Liverpools rekordköp före Virgil van Dijk?,Andy Carroll,Nuri Şahin,Mario Balotelli,Dominic Solanke
Liverpool,Var spelas Liverpools hemmamatcher?,Anfield,Goodison Park,Old Trafford,Etihad Stadium
Liverpool,Vem missade avgörande straffen mot Chelsea i CL 2007?,Arjen Robben,Steven Gerrard,John Arne Riise,Xabi Alonso
Liverpool,Vem är Liverpools nuvarande tränare?,Arne Slot,Jürgen Klopp,Brendan Rodgers,Steven Gerrard
Liverpool,Vem ersatte Jürgen Klopp som tränare 2024?,Arne Slot,Brendan Rodgers,Benitez,Steven Gerrard
Liverpool,Vem är Liverpools tränare för ungdomslaget?,Barry Lewtas,Steven Gerrard,Paul Stewart,Brendan Rodgers
Liverpool,Vem var Liverpools manager mellan 1959-1974?,Bill Shankly, Bob Paisley, Joe Fagan, Kenny Dalglish
Liverpool,Vem var Liverpools manager under 1970-talet?,Bob Paisley,Bill Shankly,Jürgen Klopp,Rafael Benítez
Liverpool,Vem var Liverpools historiskt sett mest framgångsrika tränare?,Bob Paisley,Jürgen Klopp,Bill Shankly,Rafael Benítez
Liverpool,Vem var Liverpools manager 1974 till 1983?,Bob Paisley,Bill Shankly,Rafael Benítez,Joe Fagan
Liverpool,Vem var Liverpools manager efter Bill Shankly?,Bob Paisley,Rafael Benítez,Joe Fagan,Tom Watson
Liverpool,Vem slog rekordet för snabbast mål i Premier League för Liverpool?,Daniel Sturridge,Salah,Origi,Robbie Fowler
Liverpool,Vem var Liverpools sista övergång 2024?,Darwin Núñez,Diogo Jota,Harvey Elliott,Curtis Jones
Liverpool,Vem gjorde Liverpools mål i FA-cupfinal 2022?,Diogo Jota,Mohamed Salah,Virgil van Dijk,Sadio Mané
Liverpool,Vilken spelare byttes in oftast säsongen 2020?,Divock Origi,Gini Wijnaldum,Roberto Firmino,James Milner
Liverpool,Vilken spelare byttes oftast in under 2020-talet?,Divock Origi,Gini Wijnaldum,Roberto Firmino,James Milner
Liverpool,Vem gjorde matchavgörande mål mot Barcelona i CL-finalen 2019?,Divock Origi,Salah,Mane,Firmino
Liverpool,Vem gjorde Liverpools mål i FA-cupfinalen 2021?,Divock Origi,Mohamed Salah,Roberto Firmino,Jordan Henderson
Liverpool,Vilket lag är Liverpools ärkerival?,Everton,Arsenal,Manchester United,Manchester City
Liverpool,Vem gjorde comeback för Liverpool efter hjärtattack 2019?,Fabinho,Alex Oxlade-Chamberlain,Gini Wijnaldum,Naby Keïta
Liverpool,Vem var Liverpools första utländska kapten?,Gordan Milne,Alan Kennedy,Phil Thompson,Kenny Dalglish
Liverpool,Vilka färger har Liverpools andra matchställ haft?,Gul och svart,Röd och vitt,Blå och vit,Grön och gul
Liverpool,Vem är Liverpools yngste debutant?,Harvey Elliott,Curtis Jones,Billy Koumetio,Curtis Jones
Liverpool,Vem har flest matcher i Liverpools historia?,Ian Callaghan,Jamie Carragher,Steven Gerrard,Bruce Grobbelaar
Liverpool,Vem håller rekordet i ligamatcher för Liverpool?,Ian Callaghan,Jamie Carragher,Steven Gerrard,Bruce Grobbelaar
Liverpool,Vem har gjort flest mål för Liverpool genom tiderna?,Ian Rush,Steven Gerrard,Mohamed Salah,Robbie Fowler
Liverpool,Vem höll rekord för flest mål i en match?,Ian Rush,Robbie Fowler,Michael Owen,Kenny Dalglish
Liverpool,Vem är Liverpools äldsta målskytt?,Ian Rush,Kenny Dalglish,Steven Gerrard,Emlyn Hughes
Liverpool,Vem bar tröjnummer 9 vid Liverpools guldklubbstid 1980?,Ian Rush,Peter Beardsley,John Aldridge,David Fairclough
Liverpool,Vem gjorde Liverpools mål i FA-cupfinalen 1986?,Ian Rush,John Wark,Mark Lawrenson,Emlyn Hughes
Liverpool,Vem slog rekordet för flest matcher på rad för Liverpool?,Jamie Carragher,Steven Gerrard,Phil Neal,Emlyn Hughes
Liverpool,Vem var Liverpools mittfältare nummer 23?,Joe Allen,Jordan Henderson,James Milner,Philippe Coutinho
Liverpool,Vem var Liverpools försvarare med tröjnummer 23?,Joel Matip,Joe Gomez,Dejan Lovren,Martin Skrtel
Liverpool,Vem var Liverpools grundare?,John Houlding,William Shankly,Bob Paisley,Tom Watson
Liverpool,Vem var klubbens första manager?,John McKenna,Bill Shankly,Bob Paisley,Tom Watson
Liverpool,Vem blev kapten efter Gerrard?,Jordan Henderson,James Milner,Philippe Coutinho,Daniel Agger
Liverpool,Vem vann Premier League 2020 med Liverpool som kapten?,Jordan Henderson,James Milner,Virgil van Dijk,Trent Alexander-Arnold
Liverpool,Vem var Liverpools mittfältare med tröjnummer 14?,Jordan Henderson,James Milner,Joe Allen,Emre Can
Liverpool,Vem är Liverpools nuvarande lagkapten?,Jordan Henderson,Virgil van Dijk,Trent Alexander-Arnold,Roberto Firmino
Liverpool,Vem spelade flest minuter i Premier League för Liverpool 2020?,Jordan Henderson,Virgil van Dijk,Trent Alexander-Arnold,Andrew Robertson
Liverpool,Vem ledde Liverpool till Champions League-titeln 2019?,Jürgen Klopp,Rafael Benítez,Bob Paisley,Brendan Rodgers
Liverpool,Vem var manager när Liverpool vann ligan 2019/2020?,Jürgen Klopp,Rafael Benítez,Bob Paisley,Gerard Houllier
Liverpool,Vem blev känd som King Kenny?,Kenny Dalglish,Steven Gerrard,Kevin Keegan,Ian Rush
Liverpool,Vem har varit manager flest gånger?,Kenny Dalglish,Bill Shankly,Bob Paisley,Phil Taylor
Liverpool,Vad heter Liverpools damlag?,Liverpool FC Women,The Reds Ladies,Anfield Ladies,Ladies FC Liverpool
Liverpool,Vilken spelare gjorde debut för Liverpool 2023?,Luis Díaz,Rhys Williams,Curtis Jones,Sepp van den Berg
Liverpool,Vem gjorde mål direkt från hörna mot Everton 2012?,Luis Suárez,Steven Gerrard,Jordan Henderson,Philippe Coutinho
Liverpool,Vad heter Liverpools träningsanläggning?,Melwood,Kop End,Anfield Academy,Prenton Park
Liverpool,Vem är Liverpools sportsliga chef 2024?,Michael Edwards,Fábio Carvalho,Steve Nicol,Mike Gordon
Liverpool,Vem vann Ballon d’Or som Liverpoolspelare?,Michael Owen,Steven Gerrard,Luis Suárez,Mohamed Salah
Liverpool,Vem vann FA-cupen med Liverpool 2001?,Michael Owen,Steven Gerrard,Robbie Fowler,Emile Heskey
Liverpool,Vem har smeknamnet The Egyptian King?,Mohamed Salah,Kenny Dalglish,Emile Heskey,Ian Rush
Liverpool,Vem är klubbens bästa målskytt internationellt genom tiderna?,Mohamed Salah,Ian Rush,Steven Gerrard,Robbie Fowler
Liverpool,Vem gjorde flest mål i Premier League 2020?,Mohamed Salah,Roberto Firmino,Sadio Mané,Divock Origi
Liverpool,Vem har rekordet för flest mål i en Premier League-säsong för Liverpool?,Mohamed Salah,Harry Kane,Sadio Mané,Roberto Firmino
Liverpool,Vem var Liverpools bästa målskytt under säsongen 2017-18?,Mohamed Salah,Sadio Mané,Roberto Firmino,Daniel Sturridge
Liverpool,Vem höll rekordet för flesta mål i en CL-säsong?,Mohamed Salah,Steven Gerrard,Sadio Mané,Roberto Firmino
Liverpool,Vem har flest mål i Liverpool i Premier League?,Mohamed Salah,Steven Gerrard,Harry Kane,Sadio Mané
Liverpool,Vem var Liverpools äldsta spelare?,Pepe Reina,Jamie Carragher,Steven Gerrard,Kenny Dalglish
Liverpool,Vem gjorde flest mål med huvudet för Liverpool?,Peter Crouch,Ian Rush,Robbie Fowler,Michael Owen
Liverpool,Vem är Liverpools assisterande tränare?,Peter Krawietz,Sipke Hulshoff,John Barnes,Brendan Rodgers
Liverpool,Vem var Liverpools rekordförsvarare med flest mål?,Philippe Coutinho,Jamie Carragher,Mark Lawrenson,Steve Nicol
Liverpool,Vem är Liverpools målvakt med flest matcher?,Ray Clemence,Elijah Jennings,Pepe Reina,Simon Mignolet
Liverpool,Vem höll rekordet i flest clean sheets för Liverpool?,Ray Clemence,Pepe Reina,Alisson Becker,Simon Mignolet
Liverpool,Vem bar tröjnummer 11 under 1990-talet?,Robbie Fowler,Michael Owen,Shaun Goater,Steve McManaman
Liverpool,Vem har gjort flest ligamål för Liverpool?,Roger Hunt,Ian Rush,Michael Owen,Billy Liddell
Liverpool,Vem gjorde flest hattricks för klubben?,Roger Hunt,Ian Rush,Robbie Fowler,Kenny Dalglish
Liverpool,Vem gjorde rekordmålet på 600:e ligamål?,Roger Hunt, Ian Rush, Steven Gerrard, Kenny Dalglish
Liverpool,Vem höll rekordet för flest ligamål för Liverpool innan Ian Rush?,Roger Hunt,Billy Liddell,Kevin Keegan,Steven Gerrard
Liverpool,Vem var Liverpools kapten under 1960-talet?,Ron Yeats,Emlyn Hughes,Phil Neal,Billy Liddell
Liverpool,Vilken färg har Liverpools hemmaställ?,Röd,Blå,Vit,Grön
Liverpool,Vem är Liverpools bästa vänsterytter?,Sadio Mané,Mohamed Salah,Roberto Firmino,James Milner
Liverpool,Vem bar tröjnummer 10 säsongen 2020?,Sadio Mané,Roberto Firmino,Mohamed Salah,Jordan Henderson
Liverpool,Vem gjorde mål i Liverpools derby mot Everton 2019?,Sadio Mané,Virgil van Dijk,Mohamed Salah,James Milner
Liverpool,Vem sköt Liverpools första mål i Liverpool-derbyt 2019?,Sadio Mané,Mohamed Salah,Divock Origi,James Milner
Liverpool,Vem var Liverpools målvakt före Alisson?,Simon Mignolet,Pepe Reina,Loris Karius,Brad Friedel
Liverpool,Vem är Liverpool assisterande tränare 2025?,Sipke Hulshoff,Peter Krawietz,Sammy Lee,Steve Clarke
Liverpool,Vem har varit lagkapten längst?,Steven Gerrard,Kenny Dalglish,Emlyn Hughes,Jordan Henderson
Liverpool,Vem håller rekordet för flest assist i en Premier League-säsong?,Steven Gerrard,Jordan Henderson,Trent Alexander-Arnold,James Milner
Liverpool,Vem är Liverpools rekordinnehavare för flest assist totalt?,Steven Gerrard,Jordan Henderson,Trent Alexander-Arnold,James Milner
Liverpool,Vem har flest Champions League-matcher för Liverpool?,Steven Gerrard,Jamie Carragher,Virgil van Dijk,Robbie Fowler
Liverpool,Vem gjorde flest mål för Liverpool i Europeiska tävlingar?,Steven Gerrard,Ian Rush,Mohamed Salah,Kenny Dalglish
Liverpool,Varifrån rekryteras oftast Liverpools spelare?,Storbritannien,Spanien,Tyskland,Frankrike
Liverpool,Vad heter Liverpools ungdomsakademi?,The Academy,Red School,The Boot Room,Youth Lab
Liverpool,Var spelar Liverpool sina ungdomslag?,The Academy,Anfield,Goodison Park,Melwood
Liverpool,Vem höll på Liverpools fotbollsskola?,The Boot Room,The Academy,The Anfield Academy,The Reds Academy
Liverpool,Vad kallas hemmaståplats på Anfield?,The Kop,Stretford End,Shed End,The Holte End
Liverpool,Vad är smeknamnet på Liverpools fans?,The Kopites,The Blues,Reds Army,Anfielders
Liverpool,Vad heter Liverpools supporterklubb?,The Kopites,The Reds,Red Army,Anfield Fans
Liverpool,Vem var manager när Liverpool vann sin första ligatitel?,Tom Watson,Phil Taylor,Bill Shankly,Gerard Houllier
Liverpool,Vem är Liverpools högerback nummer 66?,Trent Alexander-Arnold,Andrew Robertson,Joe Gomez,James Milner
Liverpool,Vem har flest assist för Liverpool i PL-historien?,Trent Alexander-Arnold,Steven Gerrard,Jordan Henderson,Jamie Carragher
Liverpool,Från vilket land kommer Liverpools anfallare Luis Suárez?,Uruguay,Argentina,Brasilien,Chile
Liverpool,Vem tog över kaptensbindeln efter Henderson?,Virgil van Dijk,Alisson Becker,Trent Alexander-Arnold,Roberto Firmino
Liverpool,Vem var Liverpools dyraste försvarare 2018?,Virgil van Dijk,Dejan Lovren,Joel Matip,Joe Gomez
Liverpool,Vem vann Liverpool-supportersens pris 2019?,Virgil van Dijk,Jordan Henderson,Salah,Alisson Becker
Liverpool,Vem köptes som rekrytering för 75 miljoner euro?,Virgil van Dijk,Andrew Robertson,Joe Gomez,Joel Matip
Liverpool,Vem gjorde Miraklet i Istanbul 3–3-målet 2005?,Xabi Alonso,Steven Gerrard,John Arne Riise,Luis García
Liverpool,Vad heter Liverpools officiella hymn?,You’ll Never Walk Alone,Blue Moon,Forever Blowing Bubbles,Marching On Together
