Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
Jul,I vilket land firar man jul genom att ge böcker?,Island,Norge,Danmark,Finland
Jul,I vilken amerikansk film från 1946 får George Bailey se livet utan honom?,It's a Wonderful Life,Miracle on 34th Street,Holiday Inn,Christmas in Connecticut
Jul,I vilken månads slutet firar den ortodoxa kyrkan jul?,Januari,December,Februari,Maj
Jul,I vilken månad firas den rysk-ortodoxa julen?,Januari,December,Februari,November
Jul,I vilken månad firas jul i Etiopien?,Januari,December,September,Oktober
Jul,Vilket land har traditionen med att äta KFC på julafton?,Japan,Kina,Sydkorea,Thailand
Jul,I vilket land har man tradition av eldsläckare som julpynt?,Japan,Kina,Taiwan,Singapore
Jul,Vad heter den finska jultradition med bastu på julafton?,Joulukylpy,Joulusauna,Pyhäsauna,Joulupäivä
Jul,I vilken religion firar man Hanukkah istället för jul?,Judendomen,Islam,Buddhismen,Hinduismen
Jul,I vilken svensk känd julsång sjungs om 'strålande jul'?,Jul jul strålande jul,Gläns över sjö och strand,Tomten,Nu tändas tusen juleljus
Jul,Vad kallas de små figurerna som dekorerar julkrubban?,Julkrubbsfigurer,Krippenfiguren,Bethlehem-figurer,Nativitetsfigurer
Jul,Vad kallas den mexikanska julblomman på svenska?,Julstjärna,Julsol,Julros,Julkrona
Jul,Vad heter den estniska jultradition med jõuluvana?,Jõulud,Näärid,Uusaasta,Kolmekuningapäev
Jul,Vad heter den litauiska jultradition med Kūčios?,Kalėdos,Naujieji metai,Velykos,Joninės
Jul,Vilket krydda används mest i svensk glögg?,Kanel,Kardemumma,Nejlika,Ingefära
Jul,Vad kallas den grekiska jultradition med skepp istället för gran?,Karavaki,Christougenna,Kalanda,Vassilopita
Jul,Vilket kryddpeppar används traditionellt i svenska pepparkakor?,Kardemumma,Kanel,Nejlika,Ingefära
Jul,Vilket krydda är viktigast i dansk æbleskiver?,Kardemumma,Kanel,Vanilj,Citron
Jul,Vad heter den bulgariska jultradition med koleduvane?,Koleda,Božić,Surva,Koledari
Jul,Vilket krydda ger pepparkakor sin karaktäristiska smak?,Kryddpeppar,Kardemumma,Ingefära,Kanel
Jul,I vilken svensk känd psalm sjungs om 'kung'?,Kung Herodes och hans män,Nu tändas tusen juleljus,Stilla natt,Jul jul strålande jul
Jul,Vilket djur är symbol för jul i Australien?,Känguru,Koala,Emu,Wombat
Jul,I vilken svensk känd sång sjungs om 'kärlek'?,Kärlek och jul,Jul jul strålande jul,Nu tändas tusen,Stilla natt
Jul,I vilken svensk region äter man mest renkött på julen?,Lappland,Norrland,Jämtland,Västerbotten
Jul,Vilket djur används som julsymbol i Latinamerika?,Llama,Alpaca,Vicuña,Guanaco
Jul,Vad heter den svenska julkonfekt som görs av mandelmassa?,Marsipan,Marzipan,Nougat,Konfekt
Jul,I vilken svensk film från 1987 förekommer jul som tema?,My Life as a Dog,House of Angels,The Best Intentions,Pelle the Conqueror
Jul,Vad heter den brasilianska jultradition med Papai Noel?,Natal,Réveillon,Festa,Celebração
Jul,Vad kallas den maltesiska jultradition med presepju?,Nativity scene,Christmas crib,Holy scene,Bethlehem
Jul,Vad heter den chilenska jultradition med Cola de mono?,Navegado,Ponche,Chicha,Pisco
Jul,Vad kallas den peruanska jultradition med chocolatada?,Navidad,Nochebuena,Año Nuevo,Reyes
Jul,I vilket land firar man Sinterklaas den 5 december?,Nederländerna,Belgien,Tyskland,Luxemburg
Jul,Vilket land har traditionen med Black Pete?,Nederländerna,Belgien,Sydafrika,Storbritannien
Jul,I vilket land äter man traditionellt tacos på julen?,Norge,Sverige,Finland,Danmark
Jul,I vilken religion firar man jul den 7 januari?,Ortodox kristendom,Katolicism,Protestantism,Koptisk kyrka
Jul,Vad heter den italienska jultårtan med frukt och nötter?,Panettone,Pandoro,Colomba,Torrone
Jul,I vilken amerikansk delstat ligger Bethlehem?,Pennsylvania,Ohio,Virginia,Maryland
Jul,I vilken svensk känd barnbok förekommer jul som tema?,Pippi Långstrump,Emil i Lönneberga,Astrid Lindgren,Ronja Rövardotter
Jul,I vilket land äter man carp på julafton?,Polen,Tjeckien,Slovakien,Ungern
Jul,Vad kallas den belgiska choklad som är populär vid jul?,Pralines,Truffles,Bonbons,Chocolates
Jul,I vilken svensk tv-serie från 80-talet förekom ofta julspecialavsnitt?,Rederiet,Tre kronor,Storstad,Varuhuset
Jul,Vilket djur används traditionellt för att dra jultomtens släde i Lappland?,Ren,Älg,Häst,Hund
Jul,Vad kallas den spanska jultraditionen med tre vise män?,Reyes Magos,Tres Reyes,Los Magos,Santos Reyes
Jul,Vad heter det danska julbordsfattet som serveras med ris?,Risengrød,Rødgrød,Leverpostej,Frikadeller
Jul,I vilken by påstås jultomten bo enligt finsk tradition?,Rovaniemi,Ivalo,Sodankylä,Tornio
Jul,Vilket djur förekommer mest i europeiska julsagor?,Räv,Varg,Björn,Hare
Jul,I vilken färg klär sig jultomten i Finland?,Röd,Blå,Grön,Brun
Jul,I vilken färg är traditionellt julpynt i Sverige?,Röd och guld,Blå och silver,Grön och vit,Lila och rosa
Jul,Vad heter den norska traditionen att lämna gröt till tomten?,Rømmegrøt,Risengrød,Havregrynsgrøt,Julegrøt
Jul,I vilken svensk känd barnfilm förekommer jul?,Sagan om Karl-Bertil,Emil i Lönneberga,Pippi,Astrid Lindgren
Jul,Vad kallas den holländska jultradition med Sinterklaas?,Sinterklaasfeest,Pakjesavond,Sinterklaasnacht,Kerstmis
Jul,I vilken svensk region har man tradition av dovhjort på julbordet?,Skåne,Småland,Västergötland,Halland
Jul,I vilken svensk stad började traditionen med levande lucia?,Stockholm,Göteborg,Malmö,Uppsala
Jul,I vilken svensk stad hålls den största luciakortegen?,Stockholm,Göteborg,Malmö,Uppsala
Jul,Vad heter det traditionella julbrödet från Dresden i Tyskland?,Stollen,Panettone,Fruitcake,Lebkuchen
Jul,Vilket land har traditionen med julbockar av halm?,Sverige,Norge,Finland,Danmark
Jul,Vad heter den slovenska jultradition med božični večer?,Sveta večerja,Božična večerja,Silvestrovo,Novo leto
Jul,I vilken tid på dagen firar man traditionellt julotta?,Tidig morgon,Midnatt,Kväll,Middag
Jul,Vilken svensk sångare gjorde 'Tänd ett ljus' känd?,Triad,Thorleifs,Lasse Berghagen,Lars Winnerbäck
Jul,Vilket land har traditionen med julpyramider med ljus?,Tyskland,Österrike,Polen,Tjeckien
Jul,Vad heter den turkmeniska jultradition som firar nyår?,Täze ýyl,Nowruz,Gurban baýram,Oraza baýram
Jul,Vilket land har traditionen att hänga sockor vid eldstaden?,USA,England,Kanada,Irland
Jul,Vilket krydda används i italiensk panettone?,Vanilj,Citron,Apelsin,Mandel
Jul,Vad heter den slovakiska jultradition med Štedry večer?,Vianoce,Nový rok,Veľká noc,Štefan
Jul,Vilken svensk författare skrev berättelsen 'Tomten'?,Viktor Rydberg,Astrid Lindgren,Selma Lagerlöf,August Strindberg
Jul,I vilken färg klär sig Lucia traditionellt?,Vit,Röd,Guld,Silver
Jul,Vad heter den polska jultradition med tolv rätter?,Wigilia,Boże Narodzenie,Kolędy,Opłatek
Jul,Vad kallas den uzbekiska jultradition med Yangi yil?,Yangi yil,Navro'z,Ro'za hayit,Qurbon hayit
Jul,Vad kallas den azerbajdzjanska jultradition med Yeni il?,Yeni il,Novruz,Ramazan,Qurban
Jul,Vilket träd användes först som julgran i Amerika?,Ädelgran,Gran,Fura,Tall
Jul,Vilket träd användes som julgran före granen?,Äppelträd,Körsbärsträd,Ek,Björk
Jul,I vilken stad i Finland tillverkas numera världens äkta julmust?,Åbo,Helsingfors,Tammerfors,Uleåborg
Jul,Vilket land har traditionen med Krampus?,Österrike,Tyskland,Schweiz,Italien
Jul,I vilket land har man tradition av Christmas stockings?,USA,England,Kanada,Australien
Jul,Vad kallas den azerbajdzjanska jultradition med Yeni il?,Yeni il,Novruz,Ramazan,Qurban
Jul,Vilket år blev jul en officiell helgdag i Tyskland?,1500,1450,1550,1600
Jul,I vilken svensk känd psalm sjungs om 'glädje'?,Glädje över landen,Nu tändas tusen,Jul jul strålande jul,Stilla natt
Jul,Vad heter den turkmeniska jultradition som firar nyår?,Täze ýyl,Nowruz,Gurban baýram,Oraza baýram
Jul,I vilket land har man tradition av Christmas carols?,England,USA,Irland,Wales
Jul,Vad kallas den uzbekiska jultradition med Yangi yil?,Yangi yil,Navro'z,Ro'za hayit,Qurbon hayit
Jul,Vilket djur används som julsymbol i Latinamerika?,Llama,Alpaca,Vicuña,Guanaco
Jul,I vilken svensk känd sång sjungs om 'hopp'?,Hopp och tro,Jul jul strålande jul,Nu tändas tusen,Stilla natt
Jul,Vad heter den tadzjikiska jultradition med Sol-i nav?,Соли нав,Навруз,Рӯзаи Рамазон,Ид-ул Қурбон
Jul,I vilket land har man tradition av Christmas pudding med mynt?,England,Irland,Skottland,Wales
Jul,Vad kallas den kirgiziska jultradition med Жаңы жыл?,Жаңы жыл,Нооруз,Орозо айт,Курман айт
Jul,Vilket år började traditionen med snöbollar som julpynt?,1900,1895,1905,1910
Jul,I vilken svensk känd psalm sjungs om 'ljus'?,Nu tändas tusen juleljus,Stilla natt,Jul jul strålande jul,O helga natt
Jul,I vilket land har man tradition av mince pies?,England,Irland,Skottland,Wales
Jul,Vilken svensk skådespelare spelade Fanny i Fanny och Alexander?,Pernilla Allwin,Lena Olin,Marie Richardson,Helena Bergström
Jul,I vilken svensk stad hölls den första offentliga Luciakortegen?,Göteborg,Stockholm,Malmö,Uppsala
Jul,Vad heter Astrid Lindgrens julberättelse om Pippi?,Pippi firar jul,Pippi och julklapparna,Pippi på Kurrekurreduttön,Pippi går till jul
Jul,Vilken svensk kompositör skrev musiken till 'Nu tändas tusen juleljus'?,Emmy Köhler,Alice Tegnér,Wilhelm Stenhammar,Hugo Alfvén
Jul,I vilken svensk region kallas jultomten för 'gubben'?,Dalarna,Småland,Västergötland,Hälsingland
Jul,Vad kallas den svenska traditionen att läsa julberättelser högt?,Julläsning,Julstund,Julberättelse,Julmys
Jul,Vilken svensk författare skrev 'Gösta Berlings saga' som innehåller julscener?,Selma Lagerlöf,Verner von Heidenstam,August Strindberg,Hjalmar Söderberg
Jul,I vilken månad började svenska familjer traditionellt baka pepparkakor?,November,Oktober,December,Januari
Jul,Vad heter den svenska julskivan som Sven-Ingvars gav ut?,En kväll i december,Jul på Ritz,Julkänsla,Tända ljus
Jul,Vilken svensk skådespelare spelade Alexander i Fanny och Alexander?,Bertil Guve,Thommy Berggren,Jarl Kulle,Erland Josephson
Jul,I vilken svensk landskap har man tradition av renkött på julbordet?,Norrbotten,Västerbotten,Jämtland,Lappland
Jul,Vad kallas den svenska juldryck som görs på äpplen?,Äppelglögg,Äppelmust,Äppelpunsch,Äppeljuice
Jul,Vilken svensk sångare gjorde 'En stjärna föll från himlen ner' känd?,Carola,Lill-Babs,Ann-Louise Hanson,Kikki Danielsson
Jul,I vilken svensk TV-serie från 80-talet spelar Sven Wollter en tomte?,Bombi Bitt,Julkalendern,Sunes jul,Tomten är far till alla barnen
Jul,Vad heter den svenska traditionen att äta fisk på julafton?,Julbord,Doppa i grytan,Fiskmiddag,Julskinka
Jul,Vilken svensk författare skrev 'Tomtebobarnen'?,Elsa Beskow,Astrid Lindgren,Maj Bylock,Anna Wahlenberg
Jul,I vilken svensk stad står den äldsta bevarade julkrubban?,Vadstena,Uppsala,Linköping,Skara
Jul,Vad kallas den svenska julkonfekt som görs av äpplen?,Äppelkola,Äppelknäck,Äppelkonfekt,Äppelgodis
Jul,Vilken svensk skådespelerska spelade mor i Fanny och Alexander?,Ewa Fröling,Lena Olin,Pernilla August,Ghita Nørby
Jul,I vilken svensk region har man tradition av julbock av halm på taket?,Dalarna,Gävleborg,Jämtland,Västmanland
Jul,Vad heter Alice Tegnérs berömda julsång för barn?,Sankta Lucia,Nu så kommer julen,Tomten kommer snart,Jul jul strålande jul
Jul,Vilken svensk författare skrev 'Nils Holgerssons underbara resa' med julscener?,Selma Lagerlöf,Astrid Lindgren,Elsa Beskow,Zacharias Topelius
Jul,I vilken svensk TV-julkalender från 80-talet medverkade Bert Karlsson?,Jullovsmys,Sunes jul,Tomten och räven,Måns och Mahla
Jul,Vad kallas den svenska traditionen med julklappar i skor?,Klappar i skor,Skoklapp,Julskor,Skogåva
Jul,Vilken svensk sångare sjöng 'Himlen runt hörnet'?,Lisa Nilsson,Carola,Marie Fredriksson,Lill-Babs
Jul,I vilken svensk stad finns Astrid Lindgrens Värld som har julshow?,Vimmerby,Marifred,Göteborg,Stockholm
Jul,Vad heter den svenska jultraditionen med att hänga flaggor?,Julflaggor,Flaggmys,Flaggpynt,Julpynt
Jul,Vilken svensk skådespelare spelade biskopen i Fanny och Alexander?,Jan Malmsjö,Jarl Kulle,Erland Josephson,Max von Sydow
Jul,I vilken svensk region äter man mest älgkött på julen?,Småland,Värmland,Dalarna,Hälsingland
Jul,Vad kallas den svenska juldessert som görs med äpplen och kanel?,Äppelkaka,Äppelkräm,Äppelmos,Äppelpaj
Jul,Vilken svensk TV-kanal började sända Julkalendern?,SVT1,SVT2,TV3,TV4
Jul,I vilken svensk stad hölls den första julmarknaden?,Stockholm,Göteborg,Malmö,Uppsala
Jul,Vad heter Evert Taubes julsång om Stockholms skärgård?,Sjösala vals,Calle Schewens vals,Änglamark,Brevet från Lillan
Jul,Vilken svensk författare skrev om Madicken som firar jul?,Astrid Lindgren,Elsa Beskow,Maria Gripe,Barbro Lindgren
Jul,I vilken svensk region kallas pepparkakor för 'brunkukor'?,Skåne,Halland,Blekinge,Småland
Jul,Vad kallas den svenska traditionen med att sjunga i trappuppgångarna?,Trappsjungande,Luciasjungande,Julsjungande,Adventsjungande
Jul,Vilken svensk sångare gjorde 'Tänk om jorden var ung' känd?,Ted Gärdestad,Björn Skifs,Tomas Ledin,Lars Winnerbäck
Jul,I vilken svensk TV-serie från 90-talet firades jul på ett fartyg?,Rederiet,Skärgårdsdoktorn,Tre kronor,Storstad
Jul,Vad heter den svenska julkonfekt som liknar kola?,Julknäck,Julkola,Smörkola,Grädde
Jul,Vilken svensk skådespelare spelade Carl-Axel i Emil i Lönneberga julfilmen?,Allan Edwall,Harald Lönnbro,Björn Gustafson,Alf Kjellin
Jul,I vilken svensk stad finns det berömda julmuseet?,Gävle,Falun,Sandviken,Söderhamn
Jul,Vad kallas den svenska traditionen med att äta ris med mjölk?,Risgrynsgröt,Risgrynsmos,Risgrynspudding,Risgrynskräm
Jul,Vilken svensk artist gjorde albumet 'Jul igen'?,Lasse Berghagen,Thorleifs,Vikingarna,Lasse Stefanz
Jul,I vilken svensk region har man tradition av dovvilt på julbordet?,Götaland,Svealand,Norrland,Småland
Jul,Vad heter den svenska julsången som börjar med 'Betlehems stjärna'?,Betlehems stjärna,Advent,O helga natt,Stilla natt
Jul,Vilken svensk TV-personlighet läste julberättelser på TV?,Lennart Hyland,Ulf Elfving,Bengt Bedrup,Claes Eriksson
Jul,I vilken svensk stad har man tradition av isfestival i december?,Kiruna,Luleå,Östersund,Jukkasjärvi
Jul,Vad kallas den svenska julmat som serveras med senap?,Julskinka,Köttbullar,Korv,Fläsklägg
Jul,Vilken svensk författare skrev 'Mio min Mio' som har vintermotiv?,Astrid Lindgren,Maria Gripe,Gunnel Linde,Jan Lööf
Jul,I vilken svensk TV-julkalender från 2000-talet spelade Robert Gustafsson?,Adventskalendern,Julkalendern,Sunes jul,Tomten är far till alla barnen
Jul,Vad heter den svenska traditionen med adventsstjärnor i fönstren?,Adventsstjärnor,Julstjärnor,Fönsterstjärnor,Pappersstjärnor
