Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
netflix,Wilt vilken serie porträtteras en grupp barn som försöker överleva spel med dödliga konsekvenser?,Squid Game,3%,Alice in Borderland,The Purge
netflix,Vem spelar Eleven i Netflix-serien ”Stranger Things”?,Millie Bobby Brown,Maya Hawke,Sadie Sink,Winona Ryder
netflix,Vilken är Netflix mest tittade originalfilm 2023?,Glass Onion,Red Notice,The Gray Man,Extraction
netflix,Vilken Netflix-dokumentärserie skildrar en familjs mamma som återvänder från missbruk?,Tiger King,Maid,Unbelievable,The Innocent Man
netflix,Vem skapade Netflix-succén ”Stranger Things”?,Duffer-bröderna,Shawn Levy,Nathaniel Halpern,Joe Hill
netflix,Vilken Netflix-film handlar om en ung kvinna som försöker laga alla recept i en berömd kokbok?,Julie & Julia,Chef,Food Fight,Kiss the Cook
netflix,Vilken Netflix-serie utspelar sig i en värld där mänskligheten laddar över medvetandet till nya kroppar?,Altered Carbon,Black Mirror,The 100,Westworld
netflix,Vilken Netflix-serie handlar om advokaten Jimmy McGill före händelserna i ”Breaking Bad”?,Better Call Saul,Suits,The Lincoln Lawyer,Ozark
netflix,Vad heter Netflix funktion som gör det möjligt att titta offline?,Smart Downloads,Offline Mode,Download to Go,Watch Offline
netflix,Vilken Netflix-dramaserie kretsar kring en svensk ungdoms kamp mot droger i Stockholm?,Quicksand,Young Wallander,Snabba Cash,Modus
netflix,Vad var anledningen till Netflix internationella expansion 2016?,Öka tittarantalet och konkurrera globalt,Fokus på Sverige,Testa ny teknik,Inriktning på dokumentärer
netflix,Vilken Netflix-film med Sandra Bullock handlar om en mamma som skyddar sina barn i en postapokalyptisk värld?,Bird Box,Gravity,The Road,Mother
netflix,Vilken Netflix-serie handlar om en postapokalyptisk epidemi som påverkar världen?,The Rain,12 Monkeys,The Last of Us,Outbreak
netflix,Vem är skaparen av Netflix-serien ”The OA”?,Brit Marling,Zach Braff,Shonda Rhimes,David Lynch
netflix,Vilken Netflix-film blev känd för sina spektakulära actionsekvenser och stjärnhuvudroll?,Extraction,John Wick,The Old Guard,6 Underground
netflix,Vilken Netflix-serie bygger på en skola där mörka hemligheter och farliga krafter frodas?,The Society,Outer Banks,Elite,13 Reasons Why
netflix,Vilken Netflix-dokumentärserie handlar om en familjs kamp att återfå sin rätt?,Making a Murderer,The Family,The Innocent Man,Trial 4
netflix,Vilken Netflix-serie utspelar sig i ett futuristiskt USA där ett spelspel styrs av farliga regler?,Black Mirror,Rush,Altered Carbon,The 100
netflix,Vem spelar Geralt i Netflix-serien ”The Witcher”?,Henry Cavill,Sean Bean,Jason Momoa,Tom Ellis
netflix,Vad är titeln på Netflixs första Marco Polo-serie?,Marco Polo,The Adventurer,Silk Road,The Explorer
netflix,Vilket land producerade Netflix-serien ”Money Heist”? ,Spanien,Mexiko,Italien,Tyskland
netflix,Vilken Netflix-film är Lucas Hedges debut?,Ben Is Back,Manchester by the Sea,Lady Bird,Midnight Special
netflix,Vilken Netflix-film har Will Smith som den karismatiske affärsmannen?,Bright,Focus,Aladdin,Suicide Squad
netflix,Vad heter musikalen på Netflix med Jennifer Lopez och Shakira?,World of Dance,America’s Got Talent,Dance Moms,The Four
netflix,Vilket Netflix-program är känt för att demokratisera stand-up comedy?,The Comedy Lineup,Bo Burnham: Inside,Netflix Presents:,Hannah Gadsby: Nanette
netflix,Vilken Netflix-serie handlar om en grupp ungdomar från olika bakgrunder som kämpar i en elitinternatskola?,Elite,13 Reasons Why,The Society,Derry Girls
netflix,Vilket år släpptes Netflixs serie ”House of Cards”?,2013,2011,2015,2017
netflix,Vem spelar huvudrollen i Netflix-filmen ”Enola Holmes” som Sherlock Holmes syster?,Millie Bobby Brown,Emma Watson,Florence Pugh,Saoirse Ronan
netflix,Vilken Netflix-dokumentärserie skildrar en kult och dess offer?,Wild Wild Country,The Vow,The Family,The Inventor
netflix,Vad heter det svenska kriminaldramat som finns på Netflix och är baserat på verkliga händelser?,Clark,Fallet,Snabba Cash,Modus
netflix,Vem regisserade Netflix-filmen ”Roma” tillskriven deras kritikerkår?,Alfonso Cuarón,Alejandro González Iñárritu,Guillermo del Toro,Patricia Riggen
netflix,I vilken Netflix-serie får man följa en kvinnlig chef på hög nivå i tech-industrin?,Inventing Anna,Self Made,Girlboss,The Bold Type
netflix,Vilken Netflix-film skildrar krigskorrespondenten Marie Colvin?,A Private War,The Post,Zero Dark Thirty,The Hurt Locker
netflix,Vad heter Netflixs globala event där man presenterar kommande program?,Tudum,StreamCon,Netflix Fest,Watch Party
netflix,Vilket år började Netflix med egenproducerat innehåll?,2013,2009,2010,2015
netflix,Vilken Netflix-serie kretsar kring en gammal Uppsalaprofessors vetenskapliga upptäckter?,Young Wallander,Bron,Quicksand,Dark
netflix,Vem är Netflixs VD sedan 2023?,Ted Sarandos,Reed Hastings,Marc Randolph,Greg Peters
netflix,Vilken Netflix-serie handlar om en ung kvinnas kamp under apartheid i Sydafrika?,When They See Us,Queen Sono,She’s Gotta Have It,Dear White People
netflix,Vilken Netflix-film hade en budget på över 200 miljoner dollar och är ett actionäventyr?,The Gray Man,Red Notice,Extraction,Angel Has Fallen
netflix,I vilken Netflix-serie handlar det om en kvinnliga snattare i Los Angeles?,Good Girls,Weeds,Dead to Me,Claws
netflix,Vilken Netflix-dokumentärserie handlar om den kontroversiella barndomsuppfostran i en diktatur?,Our Father,The Family,The Confession Tapes,Wild Wild Country
netflix,Vad heter dokumentären som följer en kontroversiell cirkus och dess ledare i Oregon?,Wild Wild Country,The Circus,The Show,Inside the Cirkus
netflix,Vad handlar dokumentären "The Social Dilemma" om?,Sociala mediers påverkan,Psykisk hälsa,Politisk propaganda,Falska nyheter
netflix,Vilken dokumentär skildrar den dramatiska starten av Netflix som företag?,Magic Mike,Abstract: The Art of Design,Explained,Inside the World's Toughest Prisons
netflix,Var handlar dokumentären "My Octopus Teacher" om?,En mans relation till en bläckfisk,En fiskars liv,En havsäls kamp,En havsräddningshistoria
netflix,Vilken dokumentär följer en kvinnlig motorcykelracer i Mexiko?,Queen of the Motorcycle,Motorbike Diaries,Ride or Die,Fast and Free
netflix,Vad heter true crime-serien som undersöker ett överklagande i en rättslig mordutredning?,Making a Murderer,The Staircase,O.J.: Made in America,The Innocent Man
netflix,Vem är huvudperson i dokumentären "Icarus" som avslöjar dopningsskandaler?,Bryan Fogel,Lance Armstrong,Usain Bolt,Michael Phelps
netflix,Vad heter dokumentären som visar den amerikanska rapparen Joe Exotic?,Tiger King,Beast Mode,Rogue Lion,Animal Kingdom
netflix,Vilken dokumentärserie fokuserar på Barn i USA som utreds för brott?,The Confession Tapes,The Innocent Man,The Trials of Gabriel Fernandez,Crime Scene
netflix,Vad heter dokumentären om en svensk dömd brottsling kallad ”Clark”?,"Clark","The Outsider","The Athlete","The Fugitive"
netflix,Vilken naturdokumentär vann Oscar och finns tillgänglig på Netflix?,Our Planet,My Octopus Teacher,Blue Planet,Nature Unleashed
netflix,Vilket ämne tar dokumentären ”13th” upp?,USA:s rättvisa och fängelsesystem,Global fattigdom,Rättvisa i Europa,Politiska revolutioner
netflix,Vad heter dokumentären som visade sig ha stor påverkan på cannabislegalisering?,The Legend of 420,Weed,Grass is Greener,Pot Nation
netflix,Vad heter dokumentären som undersöker hälsokonsekvenser av sockerkonsumtion?,Take Back Your Health,Hidden Sugar,Sweet Poison,Bitter Truth
netflix,Vilken dokumentär handlar om en amerikansk fängelsevakt och hans kamp?,The Prison Guard,The Last Guard,Inside the Cell,Guardianship
netflix,Vad heter Netflix-dokumentären om en svensk drönare och fältmätning?,The Drone Detective,Swedish Eyes,Sky Watcher,Aerial Lives
netflix,Vilken dokumentärserie fokuserar på kända fotbolls-spelares liv utanför planen?,Sunderland 'Til I Die,The English Game,Futbolistas,Take the Shot
netflix,Vad heter dokumentären om den ökända bankrånaren som planerade stora kuppar?,The Great Heist,The Bank Job,Heist Story,Mind Heist
netflix,Vad heter dokumentären om en av världens mest imponerande skateboardåkare?,The Motivation,Skaters,Board Life,Skate Dreams
netflix,Vilken dokumentär berättar om en artist som kämpat mot psykisk ohälsa?,Amanda Knox,Lady Gaga: Five Foot Two,Amy,Britney Spears: Toxic
netflix,Vad heter den dokumentär som utforskar mänskliga fotavtryck på planeten och klimatförändringar?,Our Planet,Before the Flood,An Inconvenient Truth,The Earth Whisperer
netflix,Vilken dokumentärserie skildrar ett familjedrama med komplicerade relationer i USA?,Bloodline,The Family,Unbelievable,The Innocent Man
netflix,Vad heter dokumentären som följer en kinesisk gömd järnvägsstation?,The Railway Station,Hidden Tracks,China Railways,The Remote Route
netflix,Vilken dokumentär uppmärksammade bristen på säkra aborter globalt?,Reversing Roe,The Hunting Ground,Miss Representation,The Invisible War
netflix,Vem är huvudpersonen i dokumentären "Athlete A" som avslöjar USA-gymnastikskandalen?,Rachael Denhollander,Simone Biles,Nadia Comaneci,Dana Duckworth
netflix,Vad heter dokumentären som skildrar elden i Notre-Dame i Paris?,Notre-Dame Fire,The Burning Cathedral,Paris Flames,Cathedral Ablaze
netflix,Vad heter dokumentären där människor överlever en katastrofal jordbävning i Nepal?,Earthquake Survivors,Nepal’s Tragedy,After the Ruins,Rescue Mission
netflix,Vilken dokumentärserie följer livet på ett fängelse i USA?,Inside the World's Toughest Prisons,Prison Life,Locked Up:,Beyond Bars
netflix,Vad är huvudtemat i dokumentären "Heal"?,Kroppens självläkande förmåga,Medicinska innovationer,Sjukdomar,Alternativ medicin
netflix,Vad heter dokumentären som skildrar barnarbete i textilindustrin?,The True Cost,No Sweat,Made in Bangladesh,Child Labor
netflix,Vilken dokumentär tar upp ämnet hemlösa ungdomar i Kanada?,The Homeless Project,Street Kids,Lost Generation,No Place to Go
netflix,Vad är titeln på dokumentären om ett globalt problem med plast i haven?,A Plastic Ocean,Blue Planet,Ocean's Fury,The Last Straw
netflix,Vad heter dokumentären om Michael Jordan och Chicago Bulls?,The Last Dance,Jump Shot,Air Jordan,Winning Season
netflix,Vilken dokumentärserie utforskar mörka historiska hemligheter i USA?,Untold,American Crime Story,The Men Who Built America,The Jinx
netflix,Vad heter dokumentären där svenska poliser och rättsväsende granskas?,Modus,Den osynliga muren,Clark,Beck
netflix,Vad heter dokumentären om en av världens mest framstående modeikoner?,House of Z,The September Issue,McQueen,Vogue: Fashion’s Night Out

