Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
Miljö,Hur mycket av regnsko­gen försvinner per minut?,40 fotbollsplaner,20 fotbollsplaner,60 fotbollsplaner,10 fotbollsplaner
Utdöda,Hur stor var den största dinosaurien?,40 meter,35 meter,45 meter,30 meter
Natur,Vilken våglängd har synligt ljus?,400-700 nm,300-600 nm,500-800 nm,200-500 nm
Utdöda,När dog den sista mammutten?,4000 år sedan,10000 år sedan,8000 år sedan,2000 år sedan
Rekord,Hur gammalt är världens äldsta träd?,4800 år,3000 år,6000 år,2000 år
Utdöda,Hur många år levde mammutar på jorden?,5 miljoner år,3 miljoner år,7 miljoner år,10 miljoner år
Sverige,Hur många meter högt kan svenskt gran bli?,50 meter,40 meter,60 meter,35 meter
Djur,Hur högt kan en delfin hoppa?,6 meter,4 meter,8 meter,10 meter
Växter,Hur gamla kan baobabträd bli?,6000 år,4000 år,8000 år,2000 år
Natur,Vilken temperatur når jordens kärna?,6000°C,4000°C,8000°C,10000°C
Utdöda,Hur länge sedan dog dinosaurierna ut?,65 miljoner år,70 miljoner år,60 miljoner år,75 miljoner år
Miljö,Hur stor andel av världens elektricitet kommer från fossil energi?,65%,70%,60%,75%
Sverige,Hur många procent av Sveriges yta täcks av skog?,69%,60%,75%,55%
Rekord,Hur långt kan en tärna migrera årligen?,70 000 km,50 000 km,90 000 km,30 000 km
Rekord,Hur många kilo väger världens största insekt?,70 gram,100 gram,150 gram,50 gram
Natur,Hur många procent av jordens yta täcks av hav?,71%,65%,75%,80%
Miljö,Hur stor andel av jordens is finns i Antarktis?,90%,80%,95%,70%
Växter,Vilken frukt har mest vitamin C?,Acerola­körsbär,Citrus,Kiwi,Jordgubbe
Natur,Vilken kontinent har flest länder?,Afrika,Asien,Europa,Sydamerika
Djur,Vilket är världens största landlevande däggdjur?,Afrikansk elefant,Vit noshörning,Flodhäst,Giraff
Växter,Ersätter konstgjorda växter naturliga?,Aldrig,Ja,Delvis,I städer
Natur,Vilken är världens största regnskog?,Amazo­nas,Kongo,Borneo,Sumatra
Natur,Vilket område har mest bio­diversitet?,Amazo­nas,Kongo,Borneo,Madagaskar
Miljö,Vad kallas världens mest utrotningshotade djurklass?,Amfibier,Däggdjur,Fåglar,Fiskar
Djur,Vilken orm är världens tjockaste?,Anaconda,Python,Boa,Kungsboa
Rekord,Vilket djur har längst bål?,Anaconda,Python,Boa,Kings­nake
Natur,Vilken bergs­kedja är längst?,Anderna,Himalaya,Klippiga bergen,Alperna
Natur,Vilket vattenfall är högst?,Angel Falls,Niagara,Victoria,Iguazu
Natur,Vilken is är tjockast?,Antarktis,Grönland,Sibirien,Alaska
Djur,På vilken kontinent finns inga vilda krokodiler?,Antarktis,Europa,Nordamerika,Asien
Utdöda,Vilken dinosaurie var störst?,Argentino­saurus,Diplodocus,Brachio­saurus,Apato­saurus
Djur,Vad kallas världens längsta migration?,Arktisk tärna,Grå val,Albatross,Kungsfjäril
Utdöda,Vad orsakade troligen dinosauriernas utdöende?,Asteroidnedslag,Vulkaner,Klimatförändring,Sjukdomar
Natur,Vilket område har lägst årsnederbörd?,Atacama,Death Valley,Sahara,Namib
Natur,Vad kallas världens torraste öken?,Atacama,Sahara,Namib,Gobi
Växter,Vilken växt kan återuppliva sig?,Auferstehungs­pflanze,Kaktus,Mossa,Lav
Växter,Vad kallas världens mest näringsrika frukt?,Avokado,Blåbär,Acai,Granaträpple
Natur,Vilken sjö är djupast?,Bajkal­sjön,Kaspiska havet,Övre sjön,Tanganyika­sjön
Växter,Vilken växt växer snabbast?,Bambu,Poppel,Pil,Björk
Sverige,Vilken skog­typ dominerar?,Barrskog,Löv­skog,Bland­skog,Träd­gård
Djur,Vad producerar bin förutom honung?,Bivax,Pollen,Nektar,Propolis
Sverige,Vilken rovfågel är vanligast?,Bivråk,Havsörn,Stenfalk,Pilgrimsfalk
Djur,Vilket djur har blått blod?,Bläckfisk,Haj,Hummer,Krabba
Djur,Vilket djur har tre hjärtan?,Bläckfisk,Haj,Tumlare,Säl
Djur,Vilket djur har flest hjärnor?,Bläckfisk,Haj,Delfin,Val
Rekord,Vad kallas världens giftigaste djur?,Blåringia bläckfisk,Kubmanet,Stenkottefisk,Pil­gift­groda
Djur,Vilket djur producerar mest mjölk?,Blåval,Ko,Elefant,Flodhäst
Rekord,Vilket är världens största djur någonsin?,Blåval,Megalodon,Argenti­nosaurus,Diplodocus
Rekord,Vad kallas världens längsta djur?,Bootlace mask,Blåval,Python,Jättebläckfisk
Djur,Vilken är världens giftgaste spindel?,Brasiliens vandrings­spindel,Svart änka,Röd änka,Tarantula
Djur,Pratar papegojor eller härmar de bara?,Båda,Bara härmar,Bara pratar,Ingen aning
Natur,Vilken plats har högst årsnederbörd?,Cherrapunji,Mount Waialeale,Lloro,Mawsynram
Rekord,Vilken insekt lever längst?,Cikada,Myra­drottning,Termit­drottning,Bi­drottning
Rekord,Vad kallas världens starkaste djur i förhållande till vikt?,Copepod,Myra,Skalbagge,Fluga
Växter,Vilken växt har starkast doft?,Corpse flower,Durian,Stink­svamp,Ginkgo
Natur,Vad kallas den största typen av moln?,Cumulo­nimbus,Stratus,Cirrus,Altocumulus
Växter,Vilken blomma har flest kronblad?,Dahlia,Ros,Aster,Ringblomma
Utdöda,Vad hade alla fåglar för förfäder?,Dinosaurier,Ödlor,Flygödlor,Krokodiler
Djur,Vad kallas världens minsta primater?,Dvärggalago,Marmoset,Tarsier,Lemur
Djur,Vilken är världens minsta däggdjur?,Dvärg­näbbmus,Fladdermús,Näbbmus,Spitsmús
Natur,Vilket hav har saltast vatten?,Dödahavet,Kaspiska havet,Aral­sjön,Salton Sea
Djur,Vad använder fladdermöss för att navigera?,Ekolokalisering,Syn,Lukt,Magnetism
Sverige,Vad kallas den svenska naturtypen med gamla ekar?,Ek­hagmark,Löv­äng,Beteshage,Naturpark
Djur,Vilket djur har längst svanstid?,Elefant,Noshörning,Flodhäst,Giraff
Djur,Vilken är världens största fågel genom tiderna?,Elefant­fågel,Moa,Struts,Terror­fågel
Natur,Vad orsakar åska?,Elektriska urladdningar,Lufttryck,Temperatur­skillnader,Vindströmmar
Djur,Hur länge kan en krokodil hålla andan?,En timme,30 minuter,Två timmar,15 minuter
Växter,Vilken växt kan leva utan jord?,Epifyter,Kaktusar,Fet­plantor,Vatten­växter
Växter,Minns växter tidigare påfrestningar?,Epigenetiskt,Nej,Ja,Bara skador
Djur,Vad äter koalor nästan uteslutande?,Eucalyptusblad,Bambublad,Akacieblad,Teblad
Natur,Smälter all is om klimatet värms?,Eventuellt,Nej,Ja,Redan sker
Sverige,Odlas ris i Sverige?,Experimentellt,Nej,Ja,Bara söder
Sverige,Vilken fågel häckar på bergs­toppar?,Fjällripa,Kråka,Pilgrimsfalk,Tornfalk
Djur,Vilket djur har bäst hörsel?,Fladdermús,Uggla,Elefant,Delfin
Djur,Vad kallas gruppen av lejon?,Flock,Hjord,Pride,Familj
Djur,"Vilken orm kan ""flyga""?",Flygorm,Trädorm,Piskorm,Snok
Växter,Vad kallas processen när växter vänder sig mot ljuset?,Fototropism,Heliotropism,Geotropism,Thigmotropism
Natur,Vilken process skapar syre?,Foto­syntes,Andning,Förbränning,Oxidation
Djur,Hur många kamrar har en ko-mage?,Fyra,Tre,Fem,Sex
Natur,Hur många månfaser genomgår månen per månad?,Fyra,Tre,Fem,Sex
Sverige,Hur många hjortdjursarter finns i Sverige?,Fyra,Tre,Fem,Sex
Växter,Hur många blad har ett fyrbladigt klöverblad?,Fyra,Tre,Fem,Sex
Växter,Vad kallas den medicinska användningen av växter?,Fytoterapin,Herbalism,Botanisk medicin,Naturmedicin
Natur,Vilket mineral är vanligast i jordskorpan?,Fältspat,Kvarts,Glimmer,Kalkspat
Sverige,Förekommer malaria naturligt i Sverige?,Förr,Aldrig,Ja,Bara sommartid
Djur,Vilket djur kan springa snabbast?,Gepard,Antilop,Häst,Varg
Rekord,Vilken spindel är störst?,Goliath,Tarantula,Svart änka,Hus­spindel
Rekord,Vilken insekt är störst?,Goliath­bagge,Titan­bagge,Atlas­mal,Jätte­slända
Djur,Vad kallas världens största insekt?,Goliath­bagge,Titan­bagge,Herkulesbagge,Atlasmal
Rekord,Vad kallas världens största groda?,Goliath­groda,Jätte­padda,Oxgroda,Bulgroda
Sverige,Vilken ö är störst?,Gotland,Öland,Orust,Hisingen
Sverige,Vilken är Sveriges vanligaste träd?,Gran,Tall,Björk,Ek
Växter,Vilken frukt har flest frön?,Granat­äpple,Passion­frukt,Kiwi,Tomat
Natur,Vilken canyon är djupast?,Grand Canyon,Antilope Canyon,Bryce Canyon,Zion Canyon
Natur,Vilken kraft håller planeterna i sina banor?,Gravitation,Magnetism,Elektricitet,Kärnkraft
Växter,Vad kallas processen när frön spricker och gror?,Groning,Germinering,Spiring,Utveckling
Rekord,Vad kallas världens högsta flygende fågel?,Gräsgås,Svan,Trana,Stork
Djur,Vilken fågel kan prata bäst?,Grå jako,Papegoja,Myna,Korp
Sverige,Vilken säl finns kvar?,Gråsäl,Vikare,Havsäl,Ringed seal
Natur,Vilken ö är störst?,Grönland,Nya Guinea,Borneo,Madagaskar
Djur,Vilket djur lever längst?,Grönlands­haj,Sköld­padda,Papegoja,Elefant
Djur,Vad kallas världens mest giftiga groda?,Gul pil­gift­groda,Blå pil­gift­groda,Röd pil­gift­groda,Grön pil­gift­groda
Sverige,Vilken fisk lever längst?,Gädda,Lake,Lax,Öring
Rekord,Vilken fågel flyger högst?,Gås,Kondor,Stork,Kran
Utdöda,Vilken dinosaurie hade flest tänder?,Hadro­saurus,Triceratops,Stego­saurus,Ankylo­saurus
Sverige,Vilken miljö har mest biodiversitet?,Hagmark,Granskog,Tallskog,Myr
Djur,Vilket djur har flest tänder?,Hajar,Krokodiler,Delfiner,Valar
Växter,Vilken växt producerar mest syre?,Havs­alger,Regnskog,Gras­marker,Nål­skogar
Sverige,Vad kallas Sveriges största rovfågel?,Havsörn,Kungsörn,Bivråk,Duvhök
Sverige,Vilken är Sveriges giftgaste orm?,Huggorm,Snok,Kopparorm,Gråorm
Rekord,Vad kallas världens minsta däggdjur enligt vikt?,Humlenäbbmus,Dvärgnäbbmus,Pygménäbbmus,Tumnäbbmus
Sverige,Vilken insekt pollinerar mest?,Humlor,Bin,Fjärilar,Blomflugor
Djur,Vilket djur har bäst lukt­sinne?,Hund,Björn,Varg,Räv
Djur,Vilket djur kan inte svettas?,Hund,Katt,Svin,Häst
Djur,Vilket djur kan inte kräkas?,Häst,Ko,Gris,Få
Natur,Vilket land har flest aktiva vulkaner?,Indonesien,Japan,Chile,Island
Utdöda,Vilket däggdjur var störst?,Indricotherium,Mamut,Jätte­bison,Höhlen­björn
Utdöda,Vad kallas världens största utdöda däggdjur?,Indricotherium,Mammut,Jättesengångare,Diprotodon
Djur,Vilken orm är världens giftgaste?,Inland taipan,Kobra,Mamba,Kopparorm
Djur,Vilken är världens största kött­ätande landdjur?,Isbjörn,Grizzlybjörn,Sibirisk tiger,Lejon
Utdöda,När levde mammutarna?,Istiden,Jura,Krita,Trias
Djur,Finns det några giftiga däggdjur?,Ja,Nej,Bara i Australien,Bara näbbdjur
Djur,Kan fiskar få solbränna?,Ja,Nej,Bara i grunt vatten,Bara havsfiskar
Djur,Svettas hästar?,Ja,Nej,Bara när de springer,Bara i värme
Djur,Lägger alla fåglar ägg?,Ja,Nej,Bara flygfåglar,Bara hovårdare
Djur,Kan pingviner flyga under vatten?,Ja,Nej,Bara vissa arter,Bara ungar
Djur,Byter ormar skinn hela livet?,Ja,Nej,Bara unga,Bara giftormar
Natur,Regnar det diamanter på någon planet?,Ja,Nej,Bara på Mars,Teoretiskt
Natur,Kan träd kommunicera med varandra?,Ja,Nej,Bara rötter,Genom svamp
Natur,Bildas snöflingor alltid med sex sidor?,Ja,Nej,Bara i kyla,Bara stora
Natur,Slår blixten ner på samma ställe två gånger?,Ja,Nej,Sällan,Bara höga objekt
Natur,Kan berg växa?,Ja,Nej,Bara vulkaner,Bara unga
Natur,Rör sig kontinenterna fortfarande?,Ja,Nej,Bara vissa,Mycket långsamt
Sverige,Finns det vildsvin i Sverige?,Ja,Nej,Bara söder,Bara i fångenskap
Sverige,Finns det giftslangar i Sverige?,Ja,Nej,Bara huggorm,Två arter
Växter,Kan kaktus explodera?,Ja,Nej,Bara gamla,I värme
Växter,Kan träd få cancer?,Ja,Nej,Bara gamla,Sällan
Miljö,Stiger havsytan verkligen?,Ja,Nej,Bara lokalt,Omätbart
Växter,Vilken frukt är tekniskt en nöt?,Jordnöt,Mandel,Valnöt,Hassel­nöt
Natur,Vilket element är vanligast i jordens kärna?,Järn,Nickel,Kol,Syre
Rekord,Vilket djur har störst ögon?,Jätte­bläck­fisk,Val,Elefant,Struts
Sverige,Finns det korallrev i svenska vatten?,Kalla koraller,Nej,Ja,Bara väst­kusten
Natur,Vad kallas det fenomen som får Antarktis att förlora is?,Kalvning,Smältning,Subli­mering,Erosion
Djur,Vilket djur har längst tunga i förhållande till kroppen?,Kameleon,Giraff,Myrsvin,Ormvråk
Djur,Vilket djur kan byta färg snabbast?,Kameleon,Bläckfisk,Plattfisk,Leopardgecko
Natur,Vilken kust­linje är längst?,Kanada,Norge,Chile,Indonesien
Växter,Kommer genetiskt modifierade växter att dominera?,Kanske,Ja,Nej,Redan gör
Sverige,Kommer klimatet i Sverige att tropikaliseras?,Kanske delvis,Ja,Nej,Redan skett
Sverige,Vilken svamp är vanligast?,Kant­arel,Karljohan,Champinjon,Trattkant­arel
Rekord,Vilket djur kan hålla andan längst?,Kaskelot,Blåval,Säl,Sköld­padda
Natur,Vilket inland­hav är störst?,Kaspiska havet,Aral­sjön,Dödahavet,Salton Sea
Djur,Vad kallas världens farligaste fågel?,Kasuar,Struts,Emu,Sekre­terarfågel
Sverige,Vilken predator hotar mest fåglar?,Katt,Råv,Mård,Kråka
Sverige,Vilken är Sveriges högsta berg?,Kebnekaise,Sarek,Akka,Sylarna
Rekord,Vilken fågel dyker djupast?,Kejsar­pingvin,Albatross,Tärna,Mås
Miljö,Vilket land släpper ut mest koldioxid?,Kina,USA,Indien,Ryssland
Djur,Vilken fisk kan klättra i träd?,Klätterfisk,Ål,Lungfisk,Gädda
Djur,Vilket djur har flest magar?,Ko,Får,Get,Ren
Växter,Vilken växt har flest användningar?,Kokos,Bambu,Hemp,Bomull
Djur,Vilken är världens minsta fågel?,Kolibri,Gärdsmyg,Kungsfågel,Strömstare
Djur,Vilken fågel kan flyga baklänges?,Kolibri,Papegoja,Kungsfischare,Gärdsmyg
Sverige,Vilken fågel är Sveriges national­fågel?,Koltrast,Näktergal,Rödhake,Lövsångare
Natur,Vilken gas orsakar växt­huseffekten mest?,Kol­dioxid,Metan,Vattenånga,Ozon
Sverige,Vad kallas Sveriges giftgaste växt?,Kol­mårds­lilja,Fingerborgs­blom,Tibast,Idegran
Djur,Vilken är världens största rovfågel?,Kondor,Örn,Falk,Hök
Utdöda,Vilket djur överlevde dinosaurierna?,Krokodil,Sköld­padda,Haj,Nautilus
Djur,Vad kallas världens giftgaste maneter?,Kubmaneter,Blåmaneter,Eldmaneter,Kristallmaneter
Växter,Vilken växt sprider sig snabbast?,Kudzu,Bambu,Murgröna,Böna
Natur,Vilket träd är högst?,Kust­sekvoja,Jätte­sekvoja,Eucalyptus,Douglasgran
Natur,Vilken gas är vanligast i atmosfären?,Kväve,Syre,Argon,Kol­dioxid
Djur,Vilket djur kan inte gå bakåt?,Känguru,Elefant,Giraff,Noshörning
Rekord,Vilket djur hoppar längst?,Känguru,Antilop,Hare,Groda
Rekord,Vilket däggdjur hoppar högst?,Känguru,Antilop,Gazell,Impaala
Natur,Vilken gletscher är längst?,Lambert,Jakobshavn,Petermann,Hubbard
Sverige,Vad kallas Sveriges nordligaste landskap?,Lappland,Norrbotten,Västerbotten,Jämtland
Växter,Vad kallas världens hårdaste trä?,Lignum vitae,Ek,Teak,Jakaranda
Sverige,Vilken blomma är Sveriges national­blomma?,Linnea,Blåsippa,Vitsippa,Mandelblom
Sverige,Vad kallas den svenska växt som är skyddad?,Lin­nea,Blåsippa,Maj­backe,Svalört
Utdöda,Vilket havsreptil var störst?,Liopleurodon,Megalodon,Mosasaurus,Pliosaurus
Djur,Vilken fisk kan leva längst utanför vatten?,Lungfisk,Ål,Gädda,Abborre
Sverige,Vilken miljö är mest hotad?,Löv­ängar,Våtmarker,Kust­områden,Urbana områden
Djur,Vilken är världens farligaste mygg?,Malariamygga,Gul­febermygga,Denguemygga,Knott
Utdöda,Vilken dinosaurie hade längst hals?,Mamenchisaurus,Diplodocus,Brachio­saurus,Camarasaurus
Natur,Vilken grotta är längst?,Mammoth Cave,Carlsbad,Son Doong,Lascaux
Natur,Vad kallas det geologiska skiktet under jordskorpan?,Manteln,Kärnan,Litho­sfären,Astheno­sfären
Utdöda,Vilken haj var störst?,Megalodon,Vit haj,Tiger­haj,Hammar­haj
Utdöda,Vad kallas världens största utdöda haj?,Megalodon,Helicoprion,Stethacanthus,Xenacanthus
Utdöda,"Vilken period kallades ""Age of Reptiles""?",Mesozoikum,Paleo­zoikum,Ceno­zoikum,Prekambrium
Utdöda,Vad kallas perioden när dinosaurierna levde?,Mesozoikum,Paleozoikum,Cenozoikum,Prekambrium
Växter,Vilken växt har djupast rötter?,Mesquite,Ek,Alfalfa,Morot
Växter,Producerar alla växter syre?,Mest,Ja,Nej,Bara gröna
Miljö,Vad kallas den minsta plastpartikeln i haven?,Mikroplast,Nanoplast,Miniplast,Picoplast
Natur,Hur lång är en geologisk period i genomsnitt?,Miljoner år,Tusentals år,Hundratusentals år,Miljarder år
Natur,Vilket berg är högst?,Mount Everest,K2,Kangchen­junga,Lhotse
Djur,Vilket djur har sämst syn?,Mullvad,Näbbdjur,Armadillo,Nakenmullvad
Djur,Vilket djur har tjockast päls?,Muskoxe,Isbjörn,Säl,Varg
Djur,Minns elefanter verkligen allt?,Mycket bra,Perfekt,Som människor,Bara trauma
Natur,Bildas nya kontinenter fortfarande?,Mycket långsamt,Nej,Ja,Bara under vatten
Djur,Vilket insekt kan lyfta 850 gånger sin egen vikt?,Myra,Skalbagge,Bi,Gräshoppa
Djur,Överlever kackerlackor kärnvapenkrig?,Myt,Ja,Nej,Delvis
Natur,Vilket djur orsakade mest artutdöende senaste 500 åren?,Människan,Klimat­förändring,Vulkaner,Asteroider
Sverige,Överlever svenska arter klimatförändringen?,Många,Alla,Få,Hälften
Djur,Använder djur verktyg?,Många arter,Nej,Bara apor,Bara människor
Miljö,Kommer isen i Arktis försvinna helt?,Möjligt,Aldrig,Säkert,Redan försvunnet
Växter,Vilken blomma blommar på natten?,Natt­violer,Nattviol,Natt­blomma,Nattkur­ra
Djur,Lever isbjörnar och pingviner på samma ställe?,Nej,Ja,Bara i zoo,I Arktis
Djur,Kan elefanter hoppa?,Nej,Ja,Bara unga,Bara små arter
Djur,Har kameler verkligen vatten i puckeln?,Nej,Ja,Bara dromedarer,Bara tvåpuckliga
Djur,Ser tjurar rött som provocerande?,Nej,Ja,Bara vissa,I aggression
Djur,Har guldmöss någon guld i sig?,Nej,Ja,I tänderna,I pälsen
Djur,Kan katter smaka sött?,Nej,Ja,Bara vissa,Bara ungar
Natur,Finns det regnbågar på månen?,Nej,Ja,Bara vid fullmåne,Bara polerna
Natur,Är havet blått för att det speglar himlen?,Nej,Ja,Delvis,Bara grunt vatten
Natur,Roterar alla planeter samma håll?,Nej,Ja,Bara solsystemet,Mest
Natur,Finns det ljud i rymden?,Nej,Ja,Bara nära stjärnor,Mycket svagt
Sverige,Har Sverige någon aktiv vulkan?,Nej,Ja,Bara under vatten,Dormant
Sverige,Växer bambu naturligt i Sverige?,Nej,Ja,Bara vissa sorter,Bara planterat
Sverige,Lever det klapperslangar i Sverige?,Nej,Ja,Bara zoo,Smugglat
Växter,Växer gräs snabbare om man pratar med det?,Nej,Ja,Bara vänligt,CO2-effekt
Växter,Kan växter få förkylning?,Nej,Ja,Virus,Svampsjukdom
Djur,Existerar enhörningar i naturen?,Nej,Ja,Nästan,Utdöda
Natur,Vilken är världens längsta flod?,Nilen,Amazo­nas,Yangtze,Mississippi
Djur,Vilket däggdjur lägger ägg?,Näbbdjur,Myrsvin,Igelkott,Bältdjur
Djur,Äter pandas bara bambu?,Nästan bara,Ja,Nej,Halvvägs
Djur,Vad kallas den längsta ormen i världen?,Nätpython,Anaconda,Konung­kobra,Boa constrictor
Djur,Vilken orm är världens längsta?,Nätpyton,Anaconda,Boa,Konung­kobra
Miljö,Vad orsakar det största hotet mot korallrev?,Ocean­försurning,Uppvärmning,Föroreningar,Överfiske
Miljö,Vad kallas den process som gör haven surare?,Ocean­försurning,Kol­dioxid­absorption,pH-sänkning,Syra­bildning
Växter,Hjälper växter varandra?,Ofta,Aldrig,Sällan,Bara släktingar
Växter,Sprider sig invasiva växter obevekligt?,Ofta,Alltid,Sällan,Bara människans fel
Natur,Vilken vulkan är högst?,Ojos del Salado,Mauna Kea,Chimbo­razo,Aconcagua
Växter,Utvecklas växter intelligens?,Omdefinierat,Nej,Ja,Redan har
Rekord,Vilket däggdjur föder flest ungar?,Opossum,Gris,Hund,Katt
Natur,Vilket lager skyddar oss från UV-strålning?,Ozon­skiktet,Tropo­sfären,Strato­sfären,Meso­sfären
Rekord,Vilken fisk är minst?,Paedocypris,Dwarf goby,Nano fish,Micro tetra
Utdöda,Vad kallas studien av fossiler?,Paleontologi,Arkeologi,Geologi,Biologi
Djur,Vilken fågel lever längst?,Papegoja,Örn,Korp,Albatross
Djur,Vilken är världens snabbaste fågel i stupdykning?,Pilgrimsfalk,Örn,Hök,Korp
Djur,Vilken är världens giftigaste groda?,Pil­giftgroda,Kött­ätande groda,Bul­groda,Löv­groda
Djur,Vilken fågel kan inte flyga men är bra simmare?,Pingvin,Struts,Emu,Kasuar
Miljö,Vilket material tar längst tid att brytas ner?,Plast,Glas,Metall,Papper
Miljö,Vilken förorenings­källa är värst för haven?,Plast,Olja,Kemikalier,Avlopp
Djur,Vilken är världens farligaste björn?,Polar­björn,Grizzly­björn,Brun­björn,Svart­björn
Djur,Vad kallas världens största landlevande rovdjur?,Polar­björn,Kodiak­björn,Grizzly­björn,Kamtsjatka­björn
Växter,Vilken växt kan klona sig själv?,Poppel,Pil,Asp,Björk
Sverige,Vad kallas den svenska fjäril som är störst?,Påfågel­öga,Amiral,Citron­fjäril,Stor nässel­fjäril
Utdöda,Vad kallas den största flygtölla?,Quetzalcoatlus,Pteranodon,Rhamphorhynchus,Dimorphodon
Utdöda,Vilken flygödla var störst?,Quetzal­coatlus,Pteranodon,Rhampho­rhynchus,Dimorphodon
Växter,Vilken blomma är störst?,Rafflesia,Solros,Lotus,Victoria regia
Sverige,Vilken växt är vanligast på kalfjäll?,Renfläta,Kråkbär,Fjällsippa,Lapsk rhododenron
Natur,Vilken enhet mäter jordbävningar?,Richter­skalan,Beaufort,Decibel,Pascal
Natur,Vad kallas skalan som mäter jordbävningar?,Richter­skalan,Mercalli-skalan,Moment magnitude,Beaufort-skalan
Natur,Vilket land har mest skog?,Ryssland,Brasilien,Kanada,USA
Natur,Vilket hav är varmast?,Röda havet,Persiska viken,Golf­strömmen,Karibien
Växter,Vad kallas den del av växten som tar upp vatten?,Rötter,Stam,Blad,Bark
