Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
flaggor,Vilket land har en flagga med en gul månskära?,Malaysia,Turkiet,Pakistan,Tunisien
flaggor,Vilket land har en flagga med 27 stjärnor?,Brasilien,USA,Venezuela,Australien
flaggor,Vilket land har en flagga med tre horisontella ränder i röd-blå-vit?,Detta finns inte,Ryssland,Nederländerna,Serbien
flaggor,Vilket land har en flagga med en grön triangel på vänster sida?,Guyana,Djibouti,Jordanien,Palestina
flaggor,Vilket land har en flagga med tre horisontella ränder i orange-vit-grön?,Indien,Irland,Niger,Elfenbenskusten
flaggor,Vilket land har en flagga med en svart eagle?,Tyskland,Albanien,Montenegro,Serbien
flaggor,Vilket land har en flagga med fem vertikala ränder?,Detta finns inte,Malaysia,Uruguay,USA
flaggor,Vilket land har en flagga med tre horisontella ränder i vit-grön-röd?,Bulgarien,Ungern,Iran,Italien
flaggor,Vilket land har en flagga med en gul bakgrund och röd drake?,Bhutan,Wales,Myanmar,Tibet
flaggor,Vilket land har en flagga med tre horisontella ränder i blå-vit-grön?,Sierra Leone,Uzbekistan,Nicaragua,Honduras
flaggor,Vilket land har en flagga med två vertikala ränder i grön och vit?,Nigeria,Pakistan,Algeriet,Saudiarabien
flaggor,Vilket land har en flagga med en vit sol på blå bakgrund?,Argentina,Uruguay,Taiwai,Filippinerna
flaggor,Vilket land har en flagga med tre horisontella ränder i gul-blå-vit?,Detta finns inte,Ukraina,Argentina,Kazakstan
flaggor,Vilket land har en flagga med fyra trianglar?,Nepal,Bhutan,Sri Lanka,Myanmar
flaggor,Vilket land har en flagga med en röd bakgrund och vit månskära?,Turkiet,Tunisien,Singapore,Malaysia
flaggor,Vilket land har en flagga med tre horisontella ränder i svart-gul-grön?,Detta finns inte,Jamaica,Ghana,Uganda
flaggor,Vilket land har en flagga med sju horisontella ränder?,Malaysia,Uruguay,USA,Liberia
flaggor,Vilket land har en flagga med en gul stjärna på grön bakgrund?,Senegal,Mali,Burkina Faso,Ghana
flaggor,Vilket land har en flagga med tre horisontella ränder i röd-vit-grön?,Ungern,Italien,Iran,Bulgarien
flaggor,Vilket land har en flagga med en blå bakgrund och vit sol?,Argentina,Uruguay,Kazakstan,Taiwan
flaggor,Vilket land har en flagga med tre horisontella ränder i vit-blå-vit?,Argentina,Uruguay,Israel,Guatemala
flaggor,Vilket land har en flagga med en röd cirkel på grön bakgrund?,Bangladesh,Japan,Palau,Laos
flaggor,Vilket land har en flagga med tre vertikala ränder i vit-röd-vit?,Kanada,Peru,Österrike,Polen
flaggor,Vilket land har en flagga med fem stjärnor i blå fyrkant?,Brasilien,USA,Australien,Venezuela
flaggor,Vilket land har en flagga med tre horisontella ränder i grön-röd-grön?,Detta finns inte,Bangladesh,Iran,Bulgarien
flaggor,Vilket land har en flagga med en gul triangel och blå bakgrund?,Saint Lucia,Bosnien,Ukraina,Palau
flaggor,Vilket land har en flagga med tre horisontella ränder i blå-gul-blå?,Detta finns inte,Ukraina,Palau,Sverige
flaggor,Vilket land har en flagga med 13 horisontella ränder?,Malaysia,USA,Uruguay,Liberia
flaggor,Vilket land har en flagga med tre horisontella ränder i orange-blå-orange?,Detta finns inte,Armenien,Indien,Mongoliet
flaggor,Vilket land har en flagga med en vit kors på röd triangel?,Detta finns inte,Danmark,Schweiz,England
