Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
motor,Vem designade första McLaren F1-bil?,Gordon Murray,Adrian Newey,Colin Chapman,Ross Brawn
motor,Vad heter grundaren av Williams F1?,Frank Williams,Patrick Head,Adam Parr,Claire Williams
motor,Vem är mest känd som F1-designer?,Adrian Newey,Gordon Murray,Colin Chapman,Ross Brawn
motor,Vilket märke vann konstruktörs-VM 2021?,Mercedes,Red Bull,Ferrari,McLaren
motor,Vem vann förarna VM 2021?,Max Verstappen,Lewis Hamilton,Valtteri Bottas,Sergio Pérez
motor,Vad heter Max Verstappens far?,Jos Verstappen,Raymond Vermeulen,Jan Verstappen,Tom Verstappen
motor,Vilket land kommer Carlos Sainz från?,Spanien,Italien,Frankrike,Portugal
motor,Vem körde för Lotus under 1960-70-talet?,Jim Clark,Graham Hill,Jackie Stewart,John Surtees
motor,Vad hände med Jim Clark?,Dog i racingolycka,Slutade karriären,Blev teamchef,Blev designer
motor,Vem vann VM på 1960-talet flest gånger?,Jim Clark,Graham Hill,Jackie Stewart,John Surtees
motor,Vilket år dog Jochen Rindt?,1970,1969,1971,1968
motor,Vem vann VM posthumt?,Jochen Rindt,Jim Clark,Ronnie Peterson,Gilles Villeneuve
motor,Vad heter den berömda rallyföraren från Finland?,Marcus Grönholm,Ari Vatanen,Hannu Mikkola,Tommi Mäkinen
motor,Vem vann VM i rally flest gånger på 2000-talet?,Sébastien Loeb,Sébastien Ogier,Marcus Grönholm,Petter Solberg
motor,Vilket land kommer Petter Solberg från?,Norge,Sverige,Finland,Danmark
motor,Vem var känd som "The Flying Finn"?,Mika Häkkinen,Kimi Räikkönen,Hannu Mikkola,Ari Vatanen
motor,Vilket märke körde Tommi Mäkinen?,Mitsubishi,Subaru,Toyota,Ford
motor,Vem vann Dakar Rally flest gånger?,Stéphane Peterhansel,Ari Vatanen,Jacky Ickx,Cyril Despres
motor,Vilket land arrangerar ursprungliga Dakar Rally?,Frankrike till Senegal,Marocko,Sydamerika,Saudiarabien
motor,Vad heter den svenska motorcykelstjärnan?,Tony Rickardsson,Stefan Everts,Ricky Carmichael,Jeremy McGrath
motor,Vem är känd som motorcykelns Kung?,Valentino Rossi,Giacomo Agostini,Mick Doohan,Kenny Roberts
motor,Vilket år började Valentino Rossi i MotoGP?,2000,1999,2001,1998
motor,Vad heter Rossis rivalitet med Max Biaggi?,Den stora rivaliteten,Italian rivalry,Biaggi-Rossi feud,Rome-Bologna rivalry
motor,Vem är yngsta MotoGP-världsmästare?,Marc Márquez,Casey Stoner,Valentino Rossi,Jorge Lorenzo
motor,Vilket land kommer Jorge Lorenzo från?,Spanien,Italien,Frankrike,Portugal
motor,Vem designade original Mini?,Alec Issigonis,Colin Chapman,Gordon Murray,Giorgetto Giugiaro
motor,Vad heter filmen med Steve McQueen som racingförare?,Le Mans,Bullitt,The Great Escape,Papillon
motor,Vilket märke körde James Bond oftast?,Aston Martin,BMW,Lotus,Bentley
motor,Vad heter den berömda biljakten i Bullitt?,San Francisco Chase,Bullitt Chase,Mustang Chase,McQueen Chase
motor,Vilket märke körde i The Fast and the Furious?,Nissan Skyline,Toyota Supra,Honda Civic,Mitsubishi Eclipse
motor,Vad heter DeLorean-bilen i Tillbaka till framtiden?,DeLorean DMC-12,DeLorean Time Machine,DeLorean DMC-80,DeLorean Future
motor,Vilket märke körde i Gone in 60 Seconds?,Ford Mustang Shelby,Chevrolet Camaro,Dodge Challenger,Plymouth Barracuda
motor,Vad heter bilen Eleanor?,Ford Mustang Shelby GT500,Chevrolet Camaro SS,Dodge Challenger RT,Plymouth Cuda
motor,Vilket år utspelar sig American Graffiti?,1962,1960,1965,1958
motor,Vad heter den svenska bilmässan?,Elmia Bilsalong,Stockholm Motor Show,Göteborg Motor Show,Malmö Bil
motor,Var arrangeras Elmia?,Jönköping,Stockholm,Göteborg,Malmö
motor,Vad heter det amerikanska bilträffet?,SEMA Show,Detroit Auto Show,New York Auto Show,LA Auto Show
motor,Var hålls SEMA Show?,Las Vegas,Detroit,Los Angeles,New York
motor,Vad heter det tyska bilträffet?,IAA,Frankfurt Motor Show,Berlin Auto Show,München Motor Show
motor,Vad heter Pebble Beach träffen?,Concours d'Elegance,Classic Car Show,Vintage Rally,Heritage Display
motor,Vad kallas den engelska klassikermässan?,Goodwood Revival,Classic Car Show,Heritage Motor Show,Vintage Display
motor,Var hålls Goodwood Festival of Speed?,Goodwood Estate,Silverstone,Brands Hatch,Donington
motor,Vad heter den italienska superbilsträffen?,Supercar Owners Circle,Concorso d'Eleganza,Villa d'Este,Modena Trackdays
motor,Vad kallas den svenska Power Meet?,Power Big Meet,Västerås Power Big Meet,Power Meet Sweden,Swedish Power Show
motor,Var hålls Gatebil?,Norge,Sverige,Danmark,Finland
motor,Vad heter det amerikanska dragracing-eventet?,NHRA,IHRA,AHRA,PDRA
motor,Var arrangeras Burning Man med bilar?,Nevada,California,Arizona,Utah
motor,Vad heter det australiensiska V8-mästerskapet?,Supercars Championship,V8 Supercars,Australian Touring Cars,Bathurst Series
motor,Vilket lopp är mest känt i Australien?,Bathurst 1000,Adelaide 500,Gold Coast 600,Melbourne Grand Prix
motor,Vad heter den japanska driftkulturen?,D1 Grand Prix,Drift Matsuri,Option Video,Touge Battle
motor,Vilket märke dominerar japansk drifting?,Nissan,Toyota,Mazda,Honda
motor,Vad heter den berömda japanska bergvägen?,Touge,Kanjo,Wangan,Suzuka
motor,Vad betyder JDM?,Japanese Domestic Market,Japan Drift Masters,Japanese Design Movement,Japan Domestic Motors
motor,Vilket märke tillverkar Skyline?,Nissan,Honda,Toyota,Mazda
motor,Vad heter den legendariska japanska sportbilen?,Toyota Supra,Nissan GT-R,Honda NSX,Mazda RX-7
motor,Vilket märke tillverkar Type R-modeller?,Honda,Toyota,Nissan,Mazda
motor,Vad heter Subarus sportmodell?,WRX STI,Impreza Turbo,Legacy GT,Outback XT
motor,Vilket märke tillverkar Evo?,Mitsubishi,Subaru,Honda,Toyota
motor,Vad heter den europeiska superbilsligan?,FIA GT,European Le Mans,Blancpain GT,European GT
motor,Vilket lopp är mest prestigefyllt för GT-bilar?,Spa 24 Hours,Nürburgring 24h,Daytona 24h,Paul Ricard 1000km
motor,Vad heter det tyska uthållighetsracet?,Nürburgring 24h,Hockenheim 12h,Sachsenring 6h,Lausitzring 3h
motor,Vilket märke vann Group C flest gånger?,Porsche,Jaguar,Mercedes,Nissan
motor,Vad heter den berömda Porsche racingbilen?,917,956,962,935
motor,Vilket år vann Ford mot Ferrari första gången på Le Mans?,1966,1965,1967,1964
motor,Vem körde Ford GT40 till seger?,Ken Miles,Carroll Shelby,Dan Gurney,A.J. Foyt
motor,Vad heter Carroll Shelbys mest kända bil?,Cobra,GT40,Daytona,Mustang Shelby
motor,Vilket märke tillverkar Viper?,Dodge,Chevrolet,Ford,Plymouth
motor,Vad heter den amerikanska superbilen från 1960-talet?,Shelby Cobra,Ford GT40,Chevrolet Corvette,Dodge Charger
motor,Vilket år lanserades original Volkswagen Golf?,1974,1973,1975,1972
motor,Vad heter den mest sålda bilen genom tiderna?,Toyota Corolla,Volkswagen Beetle,Ford Model T,Volkswagen Golf
motor,Vilket år slutade Volkswagen Beetle-produktionen?,2019,2003,2010,2015
motor,Vad heter den första massproducerade bilen?,Ford Model T,Benz Patent-Motorwagen,Peugeot Type 3,Panhard et Levassor
motor,Vem uppfann löpande bandet för bilproduktion?,Henry Ford,Karl Benz,Gottlieb Daimler,Ransom E. Olds
motor,Vilket år lanserades Ford Model T?,1908,1906,1910,1905
motor,Vad kostade en Ford Model T?,825 dollar,500 dollar,1000 dollar,1200 dollar
motor,Vad heter den första elbilen?,Baker Electric,Detroit Electric,Pope Electric,Columbia Electric
motor,Vilket år byggdes första elbilen?,1891,1885,1895,1900
motor,Varför försvann elbilar på 1920-talet?,Bensin blev billigare,Batterierna var dåliga,Henry Ford,Alla ovan
motor,Vilket märke gjorde comeback med elbil först?,Tesla,GM,Nissan,BMW
motor,Vad heter den första moderna elbilen?,GM EV1,Toyota RAV4 EV,Honda EV Plus,Ford Ranger EV
motor,Vilket år lanserades Tesla Roadster?,2008,2007,2009,2006
motor,Vem grundade Tesla?,Elon Musk,Martin Eberhard,Marc Tarpenning,JB Straubel
motor,Vad heter Tesla fabriken?,Gigafactory,Superfactory,Megafactory,Powerfactory
motor,Vilket märke tillverkar e-tron?,Audi,BMW,Mercedes,Volkswagen
motor,Vad heter BMW:s eldivision?,BMW i,BMW e,BMW Electric,BMW EV
motor,Vilket märke tillverkar EQS?,Mercedes,BMW,Audi,Porsche
motor,Vad heter Fords elektriska Mustang?,Mach-E,E-Mustang,Electric Mustang,Mustang EV
motor,Vilket kinesiskt märke säljer mest elbilar?,BYD,NIO,Xpeng,Li Auto
motor,Vad heter den norska elbilstillverkaren?,Polestar,Think,Buddy,El-Björn
motor,Vilket land har högst andel elbilar?,Norge,Island,Sverige,Danmark
motor,Vad heter den snabbaste laddningsstandarden?,CCS,CHAdeMO,Tesla Supercharger,Type 2
motor,Hur snabbt kan Tesla Supercharger ladda?,250 kW,150 kW,350 kW,100 kW
motor,Vad heter autonoma körningens nivåer?,SAE Level 0-5,Tesla FSD,Waymo Tech,Auto Levels
motor,Vilket märke har kommit längst med självkörning?,Waymo,Tesla,Cruise,Argo AI
motor,Vad heter Teslas självkörningssystem?,Full Self-Driving,Autopilot,Neural Net,AI Driver
motor,Vilket land testar flest självkörande bilar?,USA,Kina,Tyskland,Japan
motor,Vad krävs för Level 5 autonomi?,Ingen mänsklig input,Delvis övervakning,Nödsituation backup,Begränsade områden
motor,Vilket märke lanserade första adaptiva farthållaren?,Mercedes,BMW,Volvo,Audi
motor,Vad heter filkörningsassistans på engelska?,Lane Keeping Assist,Lane Departure Warning,Lane Centering,Lane Guidance
motor,Vilket märke introducerade första backkameran?,Nissan,Toyota,Ford,Honda
motor,Vad heter system som ser döda vinkeln?,Blind Spot Monitoring,Side Assist,Mirror Warning,Dead Zone Alert
motor,Vilket märke var först med automatisk nödbromsning?,Volvo,Mercedes,BMW,Audi
motor,Vad kallas system som läser vägskyltar?,Traffic Sign Recognition,Road Sign Reader,Sign Detection,Traffic Reader
motor,Vilket märke introducerade första Head-Up Display?,BMW,Mercedes,Audi,Cadillac
motor,Vad heter system som parkerar bilen automatiskt?,Park Assist,Auto Park,Smart Park,Parking Pilot
motor,Vilket märke har "Pilot Assist" systemet?,Volvo,BMW,Mercedes,Audi
motor,Vad kallas tekniken att se genom natten?,Night Vision,Thermal Imaging,Infrared Vision,Dark Vision
motor,Vilket märke var först med Matrix LED-ljus?,Audi,BMW,Mercedes,Volvo
motor,Vad heter adaptiva LED-strålkastare?,Adaptive Lighting,Smart Lights,Dynamic Beams,Intelligent Lights
motor,Vilket märke introducerade första elektriska styrservon?,Toyota,Honda,Nissan,Mazda
motor,Vad kallas elektrisk styrservo?,Electric Power Steering,Electronic Steering,E-Steering,Power Electric Steering
motor,Vilket märke var först med elektronisk handbromsa?,BMW,Mercedes,Audi,Volkswagen
motor,Vad heter elektronisk handbromsa?,Electronic Parking Brake,E-Brake,Digital Handbrake,Auto Hold
motor,Vilket märke introducerade första start-stopp systemet?,BMW,Mercedes,Audi,Fiat
motor,Vad kallas motor som stängs av i stillastående?,Start-Stop,Idle-Stop,Engine Stop,Auto Shutdown
motor,Vilket märke var först med variabel ventiltiming?,Honda,Toyota,BMW,Alfa Romeo
motor,Vad heter Hondas ventilteknik?,VTEC,VVT-i,VANOS,MultiAir
motor,Vilket märke utvecklade VANOS?,BMW,Mercedes,Audi,Volkswagen
motor,Vad heter Toyotas hybridteknik?,Synergy Drive,Hybrid System,THS,Power Split
motor,Vilket år lanserades Toyota Prius?,1997,1995,2000,1999
motor,Vad heter Hondas hybridteknik?,IMA,Hybrid Assist,e-CVT,Dual Motor
motor,Vilket märke har "mild hybrid" teknik?,Audi,BMW,Mercedes,Alla ovan
motor,Vad kallas 48V elektriska system?,Mild Hybrid,Light Hybrid,Soft Hybrid,Semi Hybrid
motor,Vilket märke introducerade första turboladdaren?,Saab,BMW,Audi,Porsche
motor,Vad heter Saabs turboladdade motorer?,Turbo,T,Eco Power,Boost
motor,Vilket märke var först med direktinsprutning?,Mercedes,BMW,Audi,Volkswagen
motor,Vad kallas direktinsprutning?,GDI,FSI,TFSI,TSI
motor,Vilket märke utvecklade TSI-motorer?,Volkswagen,Audi,BMW,Mercedes
motor,Vad heter BMW:s dieselmotorer?,xDrive,TwinPower,EfficientDynamics,BluePerformance
motor,Vilket märke har BlueTEC dieselteknik?,Mercedes,BMW,Audi,Volkswagen
motor,Vad heter Audis firehjulsdrift?,quattro,xDrive,4MATIC,AWD
motor,Vilket märke har xDrive?,BMW,Audi,Mercedes,Volkswagen
motor,Vad heter Mercedes firehjulsdrift?,4MATIC,quattro,xDrive,AWD
motor,Vilket märke introducerade första EDL?,Audi,BMW,Mercedes,Volkswagen
motor,Vad står EDL för?,Electronic Differential Lock,Electronic Drive Lock,Engine Drive Lock,Electronic Dual Lock
motor,Vilket märke var först med adaptiva dämpare?,BMW,Mercedes,Audi,Porsche
motor,Vad kallas adaptiva fjädrar?,Adaptive Suspension,Smart Dampers,Electronic Suspension,Variable Damping
motor,Vilket märke har Magic Body Control?,Mercedes,BMW,Audi,Porsche
motor,Vad heter BMW:s adaptiva fjädring?,Adaptive Drive,Dynamic Drive,Active Suspension,Smart Suspension
motor,Vilket märke introducerade första luftfjädring?,Mercedes,BMW,Audi,Porsche
motor,Vad kallas luftfjädring?,Air Suspension,Pneumatic Suspension,Air Ride,Adaptive Air
