Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
NFL,Vem har interceptat flest passes i NFL-historien?,Paul Krause,Ed Reed,Rod Woodson,Charles Woodson
NFL,Vilket år började NFL Draft?,1936,1935,1937,1938
NFL,Vilken quarterback har kastat flest interceptions i karriären?,Brett Favre,Peyton Manning,Dan Marino,Johnny Unitas
NFL,Vilket lag har vunnit flest playoff-matcher?,New England Patriots,Pittsburgh Steelers,Dallas Cowboys,Green Bay Packers
NFL,Vem var den första spelaren att ruscha för 99 yards touchdown?,Tony Dorsett,Jim Brown,O.J. Simpson,Eric Dickerson
NFL,Vilket år introducerades mållinjeteknik?,1998,1996,2000,2002
NFL,Vilken defensive end har flest career forced fumbles?,Robert Mathis,Julius Peppers,John Abraham,Jason Taylor
NFL,Vilket lag har flest Pro Bowl-spelare genom tiderna?,Dallas Cowboys,Pittsburgh Steelers,Green Bay Packers,New England Patriots
NFL,Vem har returnat flest kickoffs för touchdown?,Josh Cribbs,Devin Hester,Brian Mitchell,Dante Hall
NFL,Vilket år introducerades salary cap?,1994,1992,1996,1990
NFL,Vilken tight end har flest career receiving yards?,Tony Gonzalez,Jason Witten,Antonio Gates,Shannon Sharpe
NFL,Vilket lag spelar på högst höjd över havet?,Denver Broncos,Arizona Cardinals,Las Vegas Raiders,Seattle Seahawks
NFL,Vem var den första rookie att vinna Super Bowl MVP?,Malcolm Smith,Santonio Holmes,Julian Edelman,Cooper Kupp
NFL,Vilket år började NFL använda 16-matcherssäsong?,1978,1976,1980,1982
NFL,Vilken safety har flest career interceptions?,Ed Reed,Paul Krause,Rod Woodson,Sean Taylor
NFL,Vilket lag har vunnit flest Thanksgiving-matcher?,Dallas Cowboys,Detroit Lions,Green Bay Packers,Pittsburgh Steelers
NFL,Vem har punt returnat flest yards i karriären?,Brian Mitchell,Deion Sanders,Eric Metcalf,Dante Hall
NFL,Vilket år spelade NFL sin första internationella match i London?,2007,2005,2009,2003
NFL,Vilken linebacker har flest career tackles?,Ray Lewis,Junior Seau,London Fletcher,Derrick Brooks
NFL,Vilket lag har längst hemmavinst-serie?,Miami Dolphins,New England Patriots,San Francisco 49ers,Green Bay Packers
NFL,Vem var den första spelaren att ha 20+ sacks på en säsong?,Mark Gastineau,Reggie White,Bruce Smith,J.J. Watt
NFL,Vilket år infördes free agency?,1993,1991,1995,1989
NFL,Vilken punter har längst punt i NFL-historien?,Steve O'Neal,Shane Lechler,Johnny Hekker,Ray Guy
NFL,Vilket lag har flest comeback-vinster från 14+ poäng?,Indianapolis Colts,New England Patriots,Denver Broncos,San Francisco 49ers
NFL,Vem har flest career fumbles i NFL-historien?,Brett Favre,Warren Moon,Dan Marino,Johnny Unitas
NFL,Vilket år började NFL använda wildcards?,1970,1968,1972,1974
NFL,Vilken cornerback har flest career pass deflections?,Champ Bailey,Charles Woodson,Ronde Barber,Darrelle Revis
NFL,Vilket lag har bäst regular season-rekord genom tiderna?,New England Patriots,San Francisco 49ers,Dallas Cowboys,Green Bay Packers
NFL,Vem var den första spelaren att ha 100+ receptions på en säsong?,Lionel Taylor,Art Monk,Jerry Rice,Steve Largent
NFL,Vilket år introducerades coaches challenge?,1999,1997,2001,2003
NFL,Vilken fullback har flest career rushing touchdowns?,Jim Taylor,Marion Motley,Larry Csonka,Mike Alstott
NFL,Vilket lag har flest playoff-förluster i NFL-historien?,Minnesota Vikings,Buffalo Bills,Denver Broncos,Philadelphia Eagles
NFL,Vem har kastat längst pass i NFL-historien?,Baker Mayfield,Russell Wilson,Aaron Rodgers,Patrick Mahomes
NFL,Vilket år introducerades helmkamera för domare?,2014,2012,2016,2010
NFL,Vilken special teams-spelare har flest career tackles?,Steve Tasker,Matthew Slater,Gunner Olszewski,Larry Izzo
NFL,Vilket lag har flest tied games i NFL-historien?,Chicago Bears,Green Bay Packers,New York Giants,Pittsburgh Steelers
NFL,Vem var den första spelaren att ha 300+ carries på en säsong?,O.J. Simpson,Jim Brown,Walter Payton,Eric Dickerson
NFL,Vilket år började NFL använda Roman numeraler för Super Bowl?,1971,1969,1973,1975
NFL,Vilken quarterback har flest career fumbles?,Brett Favre,Warren Moon,Johnny Unitas,Dan Marino
NFL,Vilket lag har längst losing streak i NFL-historien?,Tampa Bay Buccaneers,Chicago Cardinals,Detroit Lions,Cleveland Browns
NFL,Vem har flest punt return touchdowns i karriären?,Devin Hester,Eric Metcalf,Deion Sanders,Dante Hall
NFL,Vilket år introducerades roughing the passer-regeln?,1995,1993,1997,1999
NFL,Vilken offensive lineman har spelat flest matcher i karriären?,Brett Favre,Jim Marshall,Mick Tingelhoff,Jeff Saturday
NFL,Vilket lag har flest shutouts i NFL-historien?,Chicago Bears,Green Bay Packers,New York Giants,Pittsburgh Steelers
NFL,Vem var den första spelaren att ha 40+ touchdowns på en säsong?,Peyton Manning,Tom Brady,Aaron Rodgers,Dan Marino
NFL,Vilket år började NFL Draft hållas i New York?,1965,1963,1967,1961
NFL,Vilken placekicker har flest career field goals?,Adam Vinatieri,Morten Andersen,Gary Anderson,Jason Hanson
NFL,Vilket lag har flest perfect seasons i NFL-historien?,Miami Dolphins,Chicago Bears,Green Bay Packers,New England Patriots
NFL,Vem har flest kickoff return yards i karriären?,Brian Mitchell,Josh Cribbs,Michael Lewis,Dante Hall
NFL,Vilket år introducerades targeting-regeln?,2013,2011,2015,2009
NFL,Vilken coach har flest regular season-vinster?,Don Shula,Bill Belichick,George Halas,Tom Landry
NFL,Vilket lag har längst playoff-serie utan förlust?,Green Bay Packers,Pittsburgh Steelers,San Francisco 49ers,Dallas Cowboys
NFL,Vem var den första spelaren att ha 15+ sacks som rookie?,Jevon Kearse,Julius Peppers,J.J. Watt,Myles Garrett
NFL,Vilket år började Pro Bowl spelas i Hawaii?,1980,1978,1982,1976
NFL,Vilken running back har flest career carries?,Emmitt Smith,Walter Payton,Tony Dorsett,Jerome Bettis
NFL,Vilket lag har flest draft picks i första rundan genom tiderna?,Green Bay Packers,Dallas Cowboys,Pittsburgh Steelers,San Francisco 49ers
NFL,Vem har flest receiving touchdowns som tight end?,Antonio Gates,Tony Gonzalez,Rob Gronkowski,Jason Witten
NFL,Vilket år introducerades celebration penalty?,1984,1982,1986,1980
NFL,Vilken quarterback har högst career passer rating?,Aaron Rodgers,Tom Brady,Peyton Manning,Drew Brees
NFL,Vilket lag har flest fourth quarter comebacks?,Indianapolis Colts,New England Patriots,Denver Broncos,Dallas Cowboys
NFL,Vem var den första spelaren att ha 200+ tackles på en säsong?,Hardy Nickerson,Ray Lewis,Junior Seau,London Fletcher
NFL,Vilket år började Thursday Night Football?,2006,2004,2008,2002
NFL,Vilken wide receiver har flest 1000-yard seasons?,Jerry Rice,Larry Fitzgerald,Randy Moss,Terrell Owens
NFL,Vilket lag har flest Pro Football Hall of Fame-spelare?,Chicago Bears,Green Bay Packers,Pittsburgh Steelers,Dallas Cowboys
NFL,Vem har flest career safeties?,Ted Hendricks,Doug English,Fred Dryer,Jim Marshall
NFL,Vilket år introducerades GPS-tracking i NFL?,2014,2012,2016,2010
NFL,Vilken defensive tackle har flest career sacks?,Warren Sapp,John Randle,Alan Page,Randy White
NFL,Vilket lag har spelat flest Monday Night Football-matcher?,Dallas Cowboys,Pittsburgh Steelers,San Francisco 49ers,Denver Broncos
NFL,Vem var den första spelaren att ha 5000+ passing yards på en säsong?,Dan Marino,Drew Brees,Peyton Manning,Tom Brady
NFL,Vilket år började NFL använda goal line technology?,2017,2015,2019,2013
NFL,Vilken long snapper har spelat flest säsonger?,Jeff Robinson,Mike Morris,L.P. Ladouceur,Don Muhlbach
NFL,Vilket lag har flest overtime-vinster i NFL-historien?,Minnesota Vikings,Green Bay Packers,Denver Broncos,Indianapolis Colts
NFL,Vem har flest career blocked punts?,Brian Mitchell,Antonio Cromartie,Nathan Vasher,Deion Sanders
NFL,Vilket år introducerades targeting i college som påverkade NFL?,2008,2006,2010,2004
NFL,Vilken quarterback har spelat i flest playoff-matcher?,Tom Brady,Peyton Manning,Brett Favre,Joe Montana
NFL,Vilket lag har flest consecutive winning seasons?,Dallas Cowboys,New England Patriots,San Francisco 49ers,Indianapolis Colts
NFL,Vem var den första spelaren att ha 1500+ receiving yards på en säsong?,Charley Hennigan,Jerry Rice,Calvin Johnson,Julio Jones
NFL,Vilket år började NFL använda Microsoft Surface-tablets?,2014,2012,2016,2010
NFL,Vilken offensive coordinator har blivit head coach flest gånger?,Mike Martz,Josh McDaniels,Sean Payton,Doug Pederson
NFL,Vilket lag har flest tied playoff games i NFL-historien?,Green Bay Packers,Chicago Bears,New York Giants,Detroit Lions
NFL,Vem har flest career blocked kicks totalt?,Antonio Cromartie,Brian Mitchell,Deion Sanders,Ed Reed
NFL,Vilket år introducerades horse collar tackle penalty?,2005,2003,2007,2001
NFL,Vilken running back har flest games med 100+ rushing yards?,Walter Payton,Emmitt Smith,Jim Brown,Barry Sanders
NFL,Vilket lag har bäst home field advantage genom tiderna?,Denver Broncos,Seattle Seahawks,Green Bay Packers,Pittsburgh Steelers
NFL,Vem var den första spelaren att ha 20+ interceptions som rookie?,Paul Krause,Night Train Lane,Dick Lane,Mel Blount
NFL,Vilket år började NFL använda RFID-teknologi i bollarna?,2017,2015,2019,2013
NFL,Vilken head coach har längst tenure med samma lag?,Tom Landry,Don Shula,Chuck Noll,Bill Belichick
NFL,Vilket lag har flest lead changes i en match?,Washington Redskins,New York Giants,Philadelphia Eagles,Dallas Cowboys
NFL,Vem har flest career punt return yards per attempt?,George McAfee,Darren Sproles,Julian Edelman,Danny Amendola
NFL,Vilket år introducerades unsportsmanlike conduct för excessive celebration?,1984,1982,1986,1988
NFL,Vilken linebacker har flest career pass deflections?,Ray Lewis,Junior Seau,Derrick Brooks,Brian Urlacher
NFL,Vilket lag har flest games med 40+ poäng i en säsong?,New England Patriots,Denver Broncos,Green Bay Packers,Indianapolis Colts
NFL,Vem var den första spelaren att ha 25+ sacks på en säsong?,Michael Strahan,J.J. Watt,Reggie White,Bruce Smith
NFL,Vilket år började NFL använda RFID i spelarskor?,2020,2018,2022,2016
NFL,Vilken special teams coordinator har vunnit flest Super Bowls?,Mike Priefer,Joe Judge,Brad Seely,Danny Smith
NFL,Vilket lag har flest comeback-vinster från 21+ poäng?,Buffalo Bills,Indianapolis Colts,New England Patriots,San Francisco 49ers
NFL,Vem har flest career tackles for loss?,Ray Lewis,John Randle,Junior Seau,London Fletcher
NFL,Vilket år introducerades lowering the head to initiate contact?,2018,2016,2020,2014
NFL,Vilken tight end har spelat flest konsekutiva matcher?,Jason Witten,Tony Gonzalez,Shannon Sharpe,Antonio Gates
NFL,Vilket lag har flest games med 500+ total yards?,New England Patriots,New Orleans Saints,Green Bay Packers,Indianapolis Colts
NFL,Vem var den första spelaren att ha 2000+ receiving yards på en säsong?,Calvin Johnson,Julio Jones,Jerry Rice,Michael Irvin
NFL,Vilket år började NFL använda helmet sensors?,2016,2014,2018,2012
NFL,Vilken assistant coach har blivit head coach flest gånger?,Wade Phillips,Dick LeBeau,Dom Capers,Mike Zimmer
NFL,Vilket lag har flest blocked punts i en säsong?,Washington Redskins,Chicago Bears,Pittsburgh Steelers,Baltimore Ravens
NFL,Vem har flest career pass attempts som backup quarterback?,Matt Cassel,Chase Daniel,Ryan Fitzpatrick,Josh McCown
NFL,Vilket år introducerades defenseless receiver rule?,2009,2007,2011,2005
NFL,Vilken fullback har flest career receptions?,Larry Centers,Keith Byars,Dave Casper,Mike Alstott
NFL,Vilket lag har flest safeties i NFL-historien?,Chicago Bears,Pittsburgh Steelers,San Francisco 49ers,Green Bay Packers
NFL,Vem var den första spelaren att ha 50+ field goals på en säsong?,David Akers,Neil Rackers,Olindo Mare,Jeff Wilkins
NFL,Vilket år började NFL använda All-22 film för coacher?,2009,2007,2011,2005
NFL,Vilken returner har flest career total return yards?,Brian Mitchell,Deion Sanders,Eric Metcalf,Tim Brown
NFL,Vilket lag har flest fumble recoveries i NFL-historien?,Chicago Bears,Pittsburgh Steelers,Green Bay Packers,San Francisco 49ers
NFL,Vem har flest career rushing attempts som quarterback?,Cam Newton,Michael Vick,Randall Cunningham,Russell Wilson
NFL,Vilket år introducerades catch rule clarification?,2018,2016,2020,2014
NFL,Vilken offensive lineman har flest career starts?,Jeff Saturday,Alan Faneca,Walter Jones,Jonathan Ogden
NFL,Vilket lag har flest fourth down conversions i en säsong?,New England Patriots,Philadelphia Eagles,Baltimore Ravens,Indianapolis Colts
NFL,Vem var den första spelaren att ha 30+ rushing touchdowns på en säsong?,LaDainian Tomlinson,Shaun Alexander,Priest Holmes,Marshall Faulk
NFL,Vilket år började NFL använda next gen stats?,2014,2012,2016,2010
NFL,Vilken coach har flest playoff appearances?,Bill Belichick,Don Shula,Tom Landry,Chuck Noll
NFL,Vilket lag har flest blocked field goals i NFL-historien?,Chicago Bears,Pittsburgh Steelers,Dallas Cowboys,Green Bay Packers
NFL,Vem har flest career rushing yards som wide receiver?,Walter Payton,Darren Sproles,Danny Amendola,Julian Edelman
NFL,Vilket år introducerades lowering the helmet rule?,2018,2016,2020,2014
NFL,Vilken center har spelat flest konsekutiva matcher?,Jeff Saturday,Mick Tingelhoff,Dwight Stephenson,Mike Webster
NFL,Vilket lag har flest onside kick recoveries i NFL-historien?,Dallas Cowboys,Pittsburgh Steelers,New England Patriots,San Francisco 49ers
NFL,Vem var den första spelaren att ha 15+ touchdown passes som rookie?,Ben Roethlisberger,Peyton Manning,Dan Marino,Russell Wilson
NFL,Vilket år började NFL använda player tracking för concussion protocol?,2016,2014,2018,2012
NFL,Vilken punter har flest career punts inside 20?,Shane Lechler,Johnny Hekker,Andy Lee,Pat McAfee
NFL,Vilket lag har flest successful two-point conversions i NFL-historien?,New England Patriots,Philadelphia Eagles,Pittsburgh Steelers,Denver Broncos
NFL,Vem har flest career touchdowns som linebacker?,Ray Lewis,Junior Seau,Mike Singletary,Lawrence Taylor
NFL,Vilket år introducerades automatic ejection for targeting?,2013,2011,2015,2009
NFL,Vilken kicker har flest career extra points?,Morten Andersen,Gary Anderson,Adam Vinatieri,Jason Hanson
NFL,Vilket lag har flest regular season ties i NFL-historien?,Chicago Bears,Green Bay Packers,Detroit Lions,Philadelphia Eagles
NFL,Vem var den första spelaren att ha 400+ receiving yards i playoffs?,Larry Fitzgerald,Jerry Rice,Julian Edelman,Danny Amendola
NFL,Vilket år började NFL använda biomechanical analysis?,2019,2017,2021,2015
NFL,Vilken defensive coordinator har blivit head coach flest gånger?,Dick LeBeau,Wade Phillips,Dom Capers,Vic Fangio
NFL,Vilket lag har flest pick-six interceptions i NFL-historien?,Chicago Bears,Pittsburgh Steelers,Green Bay Packers,San Francisco 49ers
NFL,Vem har flest career passing yards som left-handed quarterback?,Ken Stabler,Steve Young,Michael Vick,Mark Brunell
NFL,Vilket år introducerades crown of helmet contact rule?,2013,2011,2015,2009
NFL,Vilken guard har spelat flest Pro Bowls i karriären?,Alan Faneca,Steve Hutchinson,Larry Allen,Will Shields
NFL,Vilket lag har flest blocked extra points i NFL-historien?,Chicago Bears,Pittsburgh Steelers,Baltimore Ravens,New England Patriots
NFL,Vem var den första spelaren att ha 5+ receiving touchdowns i en playoff-match?,Jerry Rice,Steve Smith,Larry Fitzgerald,Julian Edelman
NFL,Vilket år började NFL använda advanced video review?,2017,2015,2019,2013
NFL,Vilken long snapper har flest career snaps?,L.P. Ladouceur,Don Muhlbach,Mike Morris,Jeff Robinson
NFL,Vilket lag har flest successful fake punts i NFL-historien?,New England Patriots,Pittsburgh Steelers,Indianapolis Colts,Philadelphia Eagles
NFL,Vem har flest career sacks som inside linebacker?,Ray Lewis,Junior Seau,London Fletcher,Brian Urlacher
NFL,Vilket år introducerades use of helmet rule?,2018,2016,2020,2014
NFL,Vilken tackle har spelat flest konsekutiva starter-matcher?,Walter Jones,Jonathan Ogden,Orlando Pace,Willie Roaf
NFL,Vilket lag har flest missed field goals under 30 yards i NFL-historien?,Detroit Lions,Minnesota Vikings,Buffalo Bills,Chicago Bears
NFL,Vem var den första spelaren att ha 200+ rushing yards i Super Bowl?,Marcus Allen,Franco Harris,John Riggins,Terrell Davis
NFL,Vilket år började NFL använda centralized video review?,2014,2012,2016,2010
NFL,Vilken wide receiver har flest career drops (officiella)?,Larry Fitzgerald,Terrell Owens,Randy Moss,Calvin Johnson
NFL,Vilket lag har flest fourth quarter leads blown i NFL-historien?,Atlanta Falcons,Minnesota Vikings,Philadelphia Eagles,Detroit Lions
NFL,Vem har flest career interceptions som safety?,Ed Reed,Paul Krause,Kenny Easley,Sean Taylor
NFL,Vilket år introducerades player safety rule enhancements?,2011,2009,2013,2007
NFL,Vilken nose tackle har flest career tackles?,Pat Williams,Vince Wilfork,Casey Hampton,Ted Washington
NFL,Vilket lag har flest games utan turnover i NFL-historien?,New England Patriots,Green Bay Packers,Indianapolis Colts,Pittsburgh Steelers
NFL,Vem var den första spelaren att ha 3+ punt return touchdowns på en säsong?,Jack Christiansen,Rick Upchurch,Billy Johnson,Deion Sanders
NFL,Vilket år började NFL använda medical spotters?,2012,2010,2014,2008
NFL,Vilken edge rusher har flest career strip sacks?,Robert Mathis,Julius Peppers,DeMarcus Ware,Jason Taylor
NFL,Vilket lag har flest punt return touchdowns allowed i NFL-historien?,St. Louis Cardinals,Detroit Lions,Tampa Bay Buccaneers,Atlanta Falcons
NFL,Vem har flest career touchdown passes som backup quarterback?,Earl Morrall,Matt Cassel,Chase Daniel,Ryan Fitzpatrick
NFL,Vilket år introducerades enhanced penalty for late hits?,2009,2007,2011,2005
NFL,Vilken cornerback har flest career pick-six interceptions?,Charles Woodson,Deion Sanders,Champ Bailey,Darrell Green
NFL,Vilket lag har flest overtime losses i NFL-historien?,Minnesota Vikings,Detroit Lions,Arizona Cardinals,Atlanta Falcons
NFL,Vem var den första spelaren att ha 1000+ rushing och 1000+ receiving yards samma säsong?,Marshall Faulk,Roger Craig,Thurman Thomas,Brian Westbrook
NFL,Vilket år började NFL använda standard concussion protocol?,2011,2009,2013,2007
NFL,Vilken strong safety har flest career forced fumbles?,John Lynch,Rodney Harrison,Troy Polamalu,Bob Sanders
NFL,Vilket lag har flest games decided by 3 points or less i NFL-historien?,Green Bay Packers,Pittsburgh Steelers,New England Patriots,Dallas Cowboys
NFL,Vem har flest career rushing touchdowns som fullback?,Jim Taylor,Larry Csonka,Marion Motley,Mike Alstott
NFL,Vilket år introducerades automatic first down for certain penalties?,1974,1972,1976,1978
NFL,Vilken free safety har längst career interception return?,Ed Reed,Deion Sanders,Darrell Green,Rod Woodson
NFL,Vilket lag har flest defensive touchdowns i en säsong?,Chicago Bears,Pittsburgh Steelers,Baltimore Ravens,Seattle Seahawks
NFL,Vem var den första spelaren att ha 20+ sacks och 10+ forced fumbles samma säsong?,J.J. Watt,T.J. Watt,Khalil Mack,Von Miller
NFL,Vilket år började NFL använda uniform number restrictions?,2021,2019,2023,2017
NFL,Vilken linebacker har flest career quarterback hits?,DeMarcus Ware,Julius Peppers,Robert Mathis,Jason Taylor
NFL,Vilket lag har flest successful fourth down fake attempts i NFL-historien?,New England Patriots,Philadelphia Eagles,Indianapolis Colts,Pittsburgh Steelers
NFL,Vem har flest career rushing yards som tight end?,Mike Ditka,Kellen Winslow,Shannon Sharpe,Dallas Clark
NFL,Vilket år introducerades enhanced protection for defenseless players?,2009,2007,2011,2005
NFL,Vilken outside linebacker har flest career interceptions?,Clay Matthews,LaVar Arrington,Derrick Thomas,Kevin Greene
NFL,Vilket lag har flest games with 0 turnovers forced i NFL-historien?,Detroit Lions,Cincinnati Bengals,Arizona Cardinals,Jacksonville Jaguars
NFL,Vilket lag vann Super Bowl 2016 (säsong 2015)?,Denver Broncos,Carolina Panthers,New England Patriots,Arizona Cardinals
NFL,Vem var MVP i Super Bowl 50?,Von Miller,Cam Newton,Peyton Manning,Luke Keuchly
NFL,Vilket lag genomförde "28-3" comebacken i Super Bowl 2017?,New England Patriots,Atlanta Falcons,Pittsburgh Steelers,Green Bay Packers
NFL,Vilken quarterback pensionerade sig efter Super Bowl 50?,Peyton Manning,Tom Brady,Drew Brees,Ben Roethlisberger
NFL,Vilket lag vann Super Bowl 2018 mot Minnesota Vikings?,Philadelphia Eagles,New England Patriots,Pittsburgh Steelers,Carolina Panthers
NFL,Vem var backup quarterback för Eagles i Super Bowl 2018?,Nick Foles,Carson Wentz,Sam Bradford,Mark Sanchez
NFL,Vilket lag vann Super Bowl 2019 mot Los Angeles Rams?,New England Patriots,Kansas City Chiefs,New Orleans Saints,Pittsburgh Steelers
NFL,Vilken skandal påverkade NFL kraftigt 2016-2017?,Deflategate,Bountygate,Spygate,Concussiongate
NFL,Vilket lag flyttade tillbaka till Los Angeles 2016?,Los Angeles Rams,Los Angeles Chargers,Oakland Raiders,San Diego Chargers
NFL,Vem startade knäprotesterna i NFL 2016?,Colin Kaepernick,Eric Reid,Michael Bennett,Malcolm Jenkins
NFL,Vilket lag vann Super Bowl 2020 mot San Francisco 49ers?,Kansas City Chiefs,Tennessee Titans,Green Bay Packers,Baltimore Ravens
NFL,Vem var MVP i Super Bowl LIV?,Patrick Mahomes,Jimmy Garoppolo,Travis Kelce,Tyreek Hill
NFL,Vilket lag vann Super Bowl 2021 mot Kansas City Chiefs?,Tampa Bay Buccaneers,Buffalo Bills,Green Bay Packers,New Orleans Saints
NFL,Vilken veteran quarterback vann Super Bowl med Tampa Bay 2021?,Tom Brady,Drew Brees,Aaron Rodgers,Russell Wilson
NFL,Vilket lag vann Super Bowl 2022 mot Cincinnati Bengals?,Los Angeles Rams,Buffalo Bills,Tennessee Titans,Kansas City Chiefs
NFL,Vilken wide receiver vann Super Bowl MVP 2022?,Cooper Kupp,Ja'Marr Chase,Stefon Diggs,Davante Adams
NFL,Vilket lag vann Super Bowl 2023 mot Philadelphia Eagles?,Kansas City Chiefs,Buffalo Bills,Cincinnati Bengals,San Francisco 49ers
NFL,Vem var head coach för Chiefs båda Super Bowl-vinsterna 2020 och 2023?,Andy Reid,Doug Pederson,Sean McVay,Kyle Shanahan
NFL,Vilket lag vann Super Bowl 2024 mot San Francisco 49ers?,Kansas City Chiefs,Baltimore Ravens,Buffalo Bills,Detroit Lions
NFL,Vilken quarterback blev tradad från Green Bay till New York Jets 2023?,Aaron Rodgers,Jordan Love,Brett Hundley,DeShone Kizer
NFL,Vilket lag draftade Joe Burrow 2020?,Cincinnati Bengals,Miami Dolphins,Detroit Lions,New York Giants
NFL,Vilken running back vann Offensive Rookie of the Year 2015?,Todd Gurley,Melvin Gordon,T.J. Yeldon,David Johnson
NFL,Vilket lag tradade för Odell Beckham Jr från Giants 2019?,Cleveland Browns,Los Angeles Rams,Baltimore Ravens,San Francisco 49ers
NFL,Vilken wide receiver blev tradad från Pittsburgh till Las Vegas 2019?,Antonio Brown,JuJu Smith-Schuster,Diontae Johnson,Chase Claypool
NFL,Vilket lag draftade Lamar Jackson 2018?,Baltimore Ravens,Arizona Cardinals,Buffalo Bills,New England Patriots
NFL,Vilken quarterback vann MVP 2015?,Cam Newton,Tom Brady,Carson Palmer,Russell Wilson
NFL,Vilket lag hade "Legion of Boom" defensiven?,Seattle Seahawks,Denver Broncos,Carolina Panthers,Arizona Cardinals
NFL,Vilken tight end pensionerade sig plötsligt innan 2019 säsongen?,Rob Gronkowski,Jason Witten,Greg Olsen,Delanie Walker
NFL,Vilket lag tradade Khalil Mack till Chicago Bears 2018?,Oakland Raiders,Denver Broncos,Los Angeles Chargers,Kansas City Chiefs
NFL,Vilken quarterback blev draftad första overall 2016?,Jared Goff,Carson Wentz,Dak Prescott,Paxton Lynch
NFL,Vilket lag flyttade från San Diego till Los Angeles 2017?,Los Angeles Chargers,Los Angeles Rams,Las Vegas Raiders,Arizona Cardinals
NFL,Vilken head coach fick sparken från Carolina Panthers 2019?,Ron Rivera,Matt Rhule,Frank Reich,Norv Turner
NFL,Vilket lag draftade Tua Tagovailoa 2020?,Miami Dolphins,Los Angeles Chargers,Carolina Panthers,Las Vegas Raiders
NFL,Vilken linebacker pensionerade sig plötsligt från Indianapolis 2019?,Andrew Luck,T.Y. Hilton,Darius Leonard,Quenton Nelson
