Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
VM1994,Vad betydde VM 1994 för fotboll i USA?,MLS grundades 1996,Ingenting särskilt,Mindre intresse,Fler fotbollsarenor
VM1994,Vad blev resultatet mot Saudiarabien?,3-1,2-1,3-0,4-0
VM1994,Vad blev slutresultatet i finalen efter 120 minuter?,0-0,1-0,1-1,2-1
VM1994,Vad blev slutresultatet mellan Sverige och Rumänien?,2-2,1-1,3-2,0-0
VM1994,Vad hette arenan där Sveriges semifinal spelades?,Rose Bowl,Cotton Bowl,Silverdome,Giants Stadium
VM1994,Vad hette arenan i Dallas där Sverige spelade?,Cotton Bowl,Rose Bowl,Silverdome,Stanford Stadium
VM1994,Vad hette den officiella maskoten?,Striker,World Cup Willie,Footix,Naranjito
VM1994,Vad var den totala publiksiffran för turneringen?,3 587 538,3 200 000,4 000 000,3 800 000
VM1994,Vad var målsnittet per match?,2.71,2.5,3.0,2.8
VM1994,Vad var särskilt med formatet 1994?,Första gången 24 lag,Straffläggning i final,Vattenpauser,Golden goal
VM1994,Var spelades bronsmatchen?,Los Angeles,San Francisco,Detroit,Dallas
VM1994,Var spelades Sveriges första gruppmatch?,Los Angeles,Detroit,Dallas,San Francisco
VM1994,Var spelades Sveriges semifinal?,Los Angeles,Dallas,Detroit,San Francisco
VM1994,Varför sköts Andrés Escobar?,Självmål mot USA,Röd kort,Missad straff,Dålig match
VM1994,Vem avslutade med den femte straffen mot Rumänien?,Kennet Andersson,Stefan Schwarz,Martin Dahlin,Jonas Thern
VM1994,Vem bar nummer 1 i Sveriges VM-trupp?,Thomas Ravelli,Magnus Hedman,Lars Eriksson,Patrik Andersson
VM1994,Vem bar nummer 10?,Martin Dahlin,Tomas Brolin,Kennet Andersson,Håkan Mild
VM1994,Vem bar nummer 12?,Lars Eriksson,Magnus Hedman,Patrik Andersson,Johan Mjällby
VM1994,Vem bar nummer 13?,Mikael Nilsson,Henrik Larsson,Kennet Andersson,Jesper Blomqvist
VM1994,Vem bar nummer 18?,Håkan Mild,Klas Ingesson,Kennet Andersson,Jesper Blomqvist
VM1994,Vem bar nummer 2?,Roland Nilsson,Roger Ljung,Jonas Thern,Jesper Blomqvist
VM1994,Vem bar nummer 7?,Henrik Larsson,Kennet Andersson,Jonas Thern,Tomas Brolin
VM1994,Vem bar nummer 9?,Jonas Thern,Jesper Blomqvist,Kennet Andersson,Stefan Schwarz
VM1994,Vem bar tröjnummer 11?,Tomas Brolin,Martin Dahlin,Joachim Björklund,Stefan Schwarz
VM1994,Vem bar tröjnummer 8?,Klas Ingesson,Jonas Thern,Henrik Larsson,Stefan Schwarz
VM1994,Vem blev utvisad efter förlängningen?,Stefan Schwarz,Jonas Thern,Roland Nilsson,Tomas Brolin
VM1994,Vem blev utvisad i semifinalen mot Brasilien?,Jonas Thern,Stefan Schwarz,Joachim Björklund,Patrik Andersson
VM1994,Vem blev utvisad mot Rumänien?,Stefan Schwarz,Jonas Thern,Roland Nilsson,Henrik Larsson
VM1994,Vem byttes IN för Sverige mot Rumänien?,Henrik Larsson,Pontus Kåmark,Stefan Rehn,Magnus Hedman
VM1994,Vem byttes UT för Sverige mot Rumänien?,Joachim Björklund,Pontus Kåmark,Henrik Larsson,Dan Eggen
VM1994,Vem fick rött kort mot Rumänien?,Stefan Schwarz,Jonas Thern,Henrik Larsson,Patrik Andersson
VM1994,Vem framförde den officiella låten?,Daryl Hall och Sounds of Blackness,Whitney Houston,Ricky Martin,Celine Dion
VM1994,Vem gjorde Brasiliens mål i semifinalen mot Sverige?,Romário,Bebeto,Ronaldo,Dunga
VM1994,Vem gjorde Bulgariens avgörande mål mot Tyskland?,Yordan Letchkov,Hristo Stoichkov,Emil Kostadinov,Krasimir Balakov
VM1994,Vem gjorde Bulgariens mål mot Italien i semifinal?,Hristo Stoichkov,Emil Kostadinov,Yordan Letchkov,Krasimir Balakov
VM1994,Vem gjorde båda Sveriges mål mot Brasilien i gruppspelet?,Kennet Andersson,Martin Dahlin,Tomas Brolin,Henrik Larsson
VM1994,Vem gjorde det avgörande målet i förlängningen mot Rumänien?,Kennet Andersson,Martin Dahlin,Tomas Brolin,Henrik Larsson
VM1994,Vem gjorde det avgörande målet mot Kamerun?,Martin Dahlin,Kennet Andersson,Tomas Brolin,Jonas Thern
VM1994,Vem gjorde det avgörande målet mot Rumänien?,Tomas Brolin,Kennet Andersson,Martin Dahlin,Jonas Thern
VM1994,Vem gjorde flest assist i Sverige?,Tomas Brolin,Henrik Larsson,Martin Dahlin,Kennet Andersson
VM1994,Vem gjorde flest mål för Sverige?,Kennet Andersson,Tomas Brolin,Martin Dahlin,Henrik Larsson
VM1994,Vem gjorde mål direkt på volley mot Bulgarien?,Henrik Larsson,Tomas Brolin,Kennet Andersson,Patrik Andersson
VM1994,Vem gjorde mål för Rumänien i kvartsfinalen?,Florin Raducioiu,Gheorghe Hagi,Ilie Dumitrescu,Dan Petrescu
VM1994,Vem gjorde mål för Sverige mot Saudiarabien?,Martin Dahlin,Kennet Andersson,Thomas Ravelli,Jonas Thern
VM1994,Vem gjorde mål i bronsmatchen?,Henrik Larsson,Kennet Andersson,Tomas Brolin,Håkan Mild
VM1994,Vem gjorde mål med huvudet mot Brasilien?,Kennet Andersson,Martin Dahlin,Tomas Brolin,Patrik Andersson
VM1994,Vem gjorde mål mot Ryssland?,Martin Dahlin,Tomas Brolin,Kennet Andersson,Henrik Larsson
VM1994,Vem gjorde Nederländernas två mål mot Brasilien?,Dennis Bergkamp och Aron Winter,Bergkamp och Gullit,Winter och Overmars,Gullit och Rijkaard
VM1994,Vem gjorde Rysslands sjätte mål mot Kamerun?,Dmitri Radchenko,Oleg Salenko,Valeri Karpin,Igor Kolyvanov
VM1994,Vem gjorde Sveriges första mål i VM 1994?,Roger Ljung,Tomas Brolin,Martin Dahlin,Kennet Andersson
VM1994,Vem gjorde Sveriges mål mot Brasilien i gruppspelet?,Kennet Andersson,Tomas Brolin,Martin Dahlin,Jonas Thern
VM1994,Vem gjorde Sveriges mål mot Kamerun?,Roger Ljung,Martin Dahlin,Tomas Brolin,Kennet Andersson
VM1994,Vem gjorde Sveriges sista mål i turneringen?,Kenneth Andersson,Henrik Larsson,Tomas Brolin,Håkan Mild
VM1994,Vem gjorde Sveriges sista straffmål mot Rumänien?,Kennet Andersson,Tomas Brolin,Håkan Mild,Henrik Larsson
VM1994,Vem gjorde två mål i bronsmatchen för Sverige?,Tomas Brolin,Kennet Andersson,Martin Dahlin,Henrik Larsson
VM1994,Vem hade nummer 14?,Pontus Kåmark,Magnus Hedman,Stefan Schwarz,Håkan Mild
VM1994,Vem hade nummer 15?,Dan Eggen,Roger Ljung,Stefan Rehn,Mats Lilienberg
VM1994,Vem hade nummer 17?,Stefan Rehn,Tomas Brolin,Henrik Larsson,Martin Dahlin
VM1994,Vem hade nummer 19?,Kennet Andersson,Martin Dahlin,Tomas Brolin,Håkan Mild
VM1994,Vem hade nummer 20?,Magnus Erlingmark,Stefan Rehn,Patrik Andersson,Roland Nilsson
VM1994,Vem hade nummer 21?,Jesper Blomqvist,Henrik Larsson,Kennet Andersson,Johan Mjällby
VM1994,Vem hade nummer 22?,Magnus Hedman,Lars Eriksson,Dan Eggen,Joachim Björklund
VM1994,Vem hade nummer 3?,Patrik Andersson,Joachim Björklund,Stefan Schwarz,Kennet Andersson
VM1994,Vem hade nummer 4?,Joachim Björklund,Patrik Andersson,Stefan Schwarz,Klas Ingesson
VM1994,Vem hade nummer 5?,Roger Ljung,Roland Nilsson,Tomas Brolin,Jesper Blomqvist
VM1994,Vem hade nummer 8?,Klas Ingesson,Jonas Thern,Johan Mjällby,Jesper Blomqvist
VM1994,Vem kallades “Bronslaget”?,Sveriges VM-lag 1994,Sveriges VM-lag 1958,Italiens EM-lag,Brasiliens VM-lag
VM1994,Vem kvitterade för Sverige i förlängningen mot Rumänien?,Kennet Andersson,Martin Dahlin,Tomas Brolin,Håkan Mild
VM1994,Vem ledde den svenska klackens VM-låt?,GES,Tomas Ledin,Ulf Lundell,Stenmark
VM1994,Vem räddade Rumäniens sista straff?,Thomas Ravelli,Lars Eriksson,Henrik Larsson,Patrik Andersson
VM1994,Vem satte Sveriges första mål mot Rumänien under matchen?,Tomas Brolin,Henrik Larsson,Kennet Andersson,Håkan Mild
VM1994,Vem sköt andra straffen mot Rumänien?,Stefan Petrescu,Stefan Schwarz,Henrik Larsson,Håkan Mild
VM1994,Vem sköt en straff utanför i samma omgång?,Miodrag Belodedici,Martin Dahlin,Henrik Larsson,Stefan Schwarz
VM1994,Vem sköt fjärde straffen?,Henrik Larsson,Thomas Ravelli,Tomas Brolin,Kennet Andersson
VM1994,Vem sköt första straffen i kvartsfinalens straffläggning?,Tomas Brolin,Martin Dahlin,Kennet Andersson,Jonas Thern
VM1994,Vem slog hörnan till Brolins mål mot Rumänien?,Håkan Mild,Stefan Schwarz,Klas Ingesson,Jonas Thern
VM1994,Vem slog hörnan till Brolins mål mot Rumänien?,Håkan Mild,Henrik Larsson,Kennet Andersson,Klas Ingesson
VM1994,Vem spelade med nummer 6?,Stefan Schwarz,Håkan Mild,Kennet Andersson,Henrik Larsson
VM1994,Vem spelade vänsterytter?,Jesper Blomqvist,Tomas Brolin,Kennet Andersson,Håkan Mild
VM1994,Vem tog tredje straffen mot Rumänien?,Håkan Mild,Kennet Andersson,Martin Dahlin,Thomas Ravelli
VM1994,Vem vann skytteligan?,Hristo Stoichkov och Oleg Salenko,Romário,Roberto Baggio,Kennet Andersson
VM1994,Vem var Brasiliens förbundskapten?,Carlos Alberto Parreira,Telê Santana,Luiz Felipe Scolari,Mário Zagallo
VM1994,Vem var Brasiliens målvakt i finalen?,Cláudio Taffarel,Zetti,Gilmar,Dida
VM1994,Vem var FIFA:s president under VM 1994?,João Havelange,Sepp Blatter,Jules Rimet,Gianni Infantino
VM1994,Vem var förbundskapten under matchen mot Rumänien?,Tommy Svensson,Lars Lagerbäck,Gunnar Nordahl,Erik Hamrén
VM1994,Vem var Italiens förbundskapten?,Arrigo Sacchi,Marcello Lippi,Giovanni Trapattoni,Cesare Maldini
VM1994,Vem var Italiens målvakt i finalen?,Gianluca Pagliuca,Walter Zenga,Angelo Peruzzi,Francesco Toldo
VM1994,Vem var mittback under kvartsfinalen?,Patrik Andersson,Joachim Björklund,Henrik Larsson,Kennet Andersson
VM1994,Vem var målvaktsreserv?,Lars Eriksson,Andreas Ravelli,Magnus Hedman,Per Zetterberg
VM1994,Vem var Nederländernas förbundskapten?,Dick Advocaat,Guus Hiddink,Louis van Gaal,Rinus Michels
VM1994,Vem var ordinarie högerback?,Roland Nilsson,Patrik Andersson,Pontus Kåmark,Jonas Thern
VM1994,Vem var ordinarie vänsterback?,Roger Ljung,Pontus Kåmark,Jesper Blomqvist,Patrik Andersson
VM1994,Vem var Sveriges förbundskapten?,Tommy Svensson,Gunnar Nordahl,Lars Lagerbäck,Erik Hamrén
VM1994,Vem var Sveriges kapten under straffläggningen mot Rumänien?,Jonas Thern,Tomas Brolin,Patrik Andersson,Stefan Schwarz
VM1994,Vem var Sveriges lagkapten?,Jonas Thern,Tomas Brolin,Thomas Ravelli,Patrik Andersson
VM1994,Vem var Sveriges ordinarie högerback?,Roland Nilsson,Pontus Kåmark,Klas Ingesson,Henrik Larsson
VM1994,Vem var Sveriges ordinarie vänsterback?,Roger Ljung,Pontus Kåmark,Joachim Björklund,Henrik Larsson
VM1994,Vem var Sveriges äldsta spelare?,Thomas Ravelli,Jonas Thern,Tomas Brolin,Patrik Andersson
VM1994,Vem var Tysklands förbundskapten?,Berti Vogts,Franz Beckenbauer,Jupp Heynckes,Rudi Völler
VM1994,Vem var USA:s förbundskapten?,Bora Milutinović,Bruce Arena,Bob Bradley,Steve Sampson
VM1994,Vem var yngst i Sveriges VM-trupp?,Henrik Larsson,Jesper Blomqvist,Andreas Andersson,Patrik Andersson
VM1994,Vilka av dessa missade straff under turneringen?,Ingen,Sebastian Larsson,Tomas Brolin,Kennet Andersson
VM1994,Vilka fyra lag vann sina grupper?,Tyskland Brasilien Italien Nigeria,Sverige USA Rumänien Spanien,Argentina Mexiko Holland Norge,Bulgarien Kamerun Irland Schweiz
VM1994,Vilka lag i Sveriges grupp gick vidare?,Sverige & Brasilien,Ryssland & Brasilien,Sverige & Ryssland,Alla utom Kamerun
VM1994,Vilka lag släppte in fler mål än Sverige?,Bulgarien,Saudiarabien,Nigeria,Argentina
VM1994,Vilka tre lag spelade med Sverige i gruppspelet?,Brasilien Ryssland Kamerun,Italien Irland Norge,Spanien Sydkorea Bolivia,Argentina Grekland Nigeria
VM1994,Vilka tränare var assisterande?,Tord Grip,Lars Lagerbäck,Tommy Svensson,Roy Hodgson
VM1994,Vilken amerikansk spelare spelade senare i Serie A?,Alexi Lalas,Tab Ramos,Eric Wynalda,John Harkes
VM1994,Vilken arena hade konstgräs?,Pontiac Silverdome,Rose Bowl,Giants Stadium,RFK Stadium
VM1994,Vilken arena spelades finalen på?,Rose Bowl,Soldier Field,Giants Stadium,Cotton Bowl
VM1994,Vilken argentinsk spelare blev dopingtestad positivt?,Diego Maradona,Gabriel Batistuta,Fernando Redondo,Claudio Caniggia
VM1994,Vilken brasiliansk spelare blev utsedd till turneringens bäste?,Romário,Bebeto,Dunga,Ronaldinho
VM1994,Vilken bulgarisk spelare delade skytteligan?,Hristo Stoichkov,Emil Kostadinov,Krasimir Balakov,Yordan Letchkov
VM1994,Vilken colombiansk spelare blev känd för sitt lockiga hår?,Carlos Valderrama,Faustino Asprilla,Freddy Rincón,René Higuita
VM1994,Vilken colombiansk spelare sköts efter VM?,Andrés Escobar,Carlos Valderrama,Faustino Asprilla,Freddy Rincón
VM1994,Vilken domare ledde finalen?,Sándor Puhl,Pierluigi Collina,Kim Milton Nielsen,Joel Quiniou
VM1994,Vilken grupp spelade Sverige i?,Grupp B,Grupp A,Grupp C,Grupp D
VM1994,Vilken innovation infördes på grund av värmen?,Vattenpauser,Luftkonditionering,Kortare halvor,Fler byten
VM1994,Vilken irländsk spelare gjorde mål mot Italien i gruppspelet?,Ray Houghton,John Aldridge,Tommy Coyne,Jason McAteer
VM1994,Vilken italiensk spelare missade den avgörande straffen?,Roberto Baggio,Franco Baresi,Daniele Massaro,Dino Baggio
VM1994,Vilken klubb representerade Jonas Thern?,AS Roma,Napoli,AC Milan,Juventus
VM1994,Vilken klubb representerade Kennet Andersson?,Bayer Leverkusen,Borussia Dortmund,Bayern München,IFK Göteborg
VM1994,Vilken klubb representerade Martin Dahlin?,Borussia Mönchengladbach,Bayern München,Hamburger SV,AS Roma
VM1994,Vilken klubb representerade Tomas Brolin?,Parma,Leeds United,IFK Göteborg,AC Milan
VM1994,Vilken match hade flest mål?,Ryssland-Kamerun 6-1,Argentina-Grekland 4-0,Sverige-Bulgarien 4-0,Tyskland-Belgien 3-2
VM1994,Vilken mexikansk målvakt blev känd för sina färgglada tröjor?,Jorge Campos,Adolfo Ríos,Oswaldo Sánchez,Pablo Larios
VM1994,Vilken målgest blev känd genom Bebeto?,Vagga en baby,Kyssa,Hoppa,Dansa
VM1994,Vilken månad spelades VM 1994?,Juni-Juli,Maj-Juni,Juli-Augusti,April-Maj
VM1994,Vilken nederländsk spelare var lagkapten?,Ruud Gullit,Dennis Bergkamp,Marco van Basten,Frank Rijkaard
VM1994,"Vilken nigeriansk spelare blev känd som ""The Bull""?",Rashidi Yekini,Daniel Amokachi,Sunday Oliseh,Finidi George
VM1994,Vilken officiell låt hade VM 1994?,Gloryland,We Are One,Un'estate italiana,World in Motion
VM1994,"Vilken rumänsk spelare kallades ""Maradona från Karpatherna""?",Gheorghe Hagi,Florin Răducioiu,Ilie Dumitrescu,Dan Petrescu
VM1994,Vilken rysk spelare delade skytteligan?,Oleg Salenko,Valeri Karpin,Igor Kolyvanov,Dmitri Radchenko
VM1994,Vilken stad arrangerade finalmatchen?,Pasadena,New York,Chicago,Washington DC
VM1994,Vilken stad arrangerade öppningsmatchen?,Chicago,New York,Los Angeles,Dallas
VM1994,Vilken stad hade den högsta temperaturen under turneringen?,Dallas,Phoenix,Orlando,Los Angeles
VM1994,Vilken substans hittades i Maradonas dopingprov?,Efedrin,Kokain,Amfetamin,Anabola steroider
VM1994,Vilken tysk spelare var skyttekung 1990 men flopp 1994?,Jürgen Klinsmann,Rudi Völler,Karl-Heinz Riedle,Karlheinz Förster
VM1994,Vilken var snittpubliken per match?,68 991,65 000,70 000,75 000
VM1994,Vilket lag gjorde flest mål i turneringen?,Sverige,Brasilien,Bulgarien,Ryssland
VM1994,Vilket lag gjorde Sverige flest mål mot?,Bulgarien,Saudiarabien,Ryssland,Kamerun
VM1994,Vilket lag mötte Bulgarien i semifinalen?,Italien,Brasilien,Sverige,Nederländerna
VM1994,Vilket lag mötte Sverige i bronsmatchen?,Bulgarien,Italien,Nederländerna,Tyskland
VM1994,Vilket lag mötte Sverige i kvartsfinalen?,Rumänien,Bulgarien,Nederländerna,Tyskland
VM1994,Vilket lag mötte Sverige i semifinalen?,Brasilien,Italien,Bulgarien,Tyskland
VM1994,Vilket lag mötte Sverige i åttondelsfinalen?,Saudiarabien,Nigeria,Mexiko,Irland
VM1994,Vilket lag slog ut Argentina i åttondelsfinalen?,Rumänien,Brasilien,Italien,Sverige
VM1994,Vilket lag slog ut Belgien i åttondelsfinalen?,Tyskland,Italien,Nederländerna,Spanien
VM1994,Vilket lag slog ut Irland i åttondelsfinalen?,Nederländerna,Italien,Norge,Mexiko
VM1994,Vilket lag slog ut Mexiko i åttondelsfinalen?,Bulgarien,Sverige,Italien,Nederländerna
VM1994,Vilket lag slog ut Nederländerna i kvartsfinalen?,Brasilien,Italien,Sverige,Bulgarien
VM1994,Vilket lag slog ut Nigeria i åttondelsfinalen?,Italien,Brasilien,Sverige,Spanien
VM1994,Vilket lag slog ut Schweiz i åttondelsfinalen?,Spanien,Italien,Sverige,Rumänien
VM1994,Vilket lag slog ut Spanien i kvartsfinalen?,Italien,Brasilien,Bulgarien,Sverige
VM1994,Vilket lag slog ut Tyskland i kvartsfinalen?,Bulgarien,Sverige,Italien,Nederländerna
VM1994,Vilket lag slog ut USA i åttondelsfinalen?,Brasilien,Italien,Sverige,Rumänien
VM1994,Vilket lag släppte in flest mål?,Kamerun,Grekland,Bolivien,Sydkorea
VM1994,Vilket lag tog brons?,Sverige,Bulgarien,Italien,Nederländerna
VM1994,Vilket lag tog flest poäng i gruppspelet?,Brasilien,Tyskland,Italien,Nigeria
VM1994,Vilket lag vann Nigerias grupp?,Nigeria,Argentina,Bulgarien,Grekland
VM1994,Vilket lag vann VM 1994?,Brasilien,Italien,Argentina,Tyskland
VM1994,Vilket land hade flest supportrar på plats?,USA,Brasilien,Italien,Mexiko
VM1994,Vilket land vann VM 1994?,Brasilien,Italien,Sverige,Bulgarien
VM1994,Vilket land var värd för VM 1994?,USA,Mexiko,Kanada,Brasilien
VM1994,Vilket lands VM-förberedelser kostade mest?,USA,Brasilien,Italien,Tyskland
VM1994,Vilket nordiskt land mötte Sverige inte?,Norge,Danmark,Finland,Island
VM1994,Vilket rekord satte Oleg Salenko?,5 mål i en match,Flest mål totalt,Snabbaste hattrick,Yngsta målskytt
VM1994,Vilket rekord satte Roger Milla från Kamerun?,Äldsta målskytten i VM,Snabbaste mål,Flest matcher,Äldsta spelare
VM1994,Vilket resultat blev Argentina-Rumänien i åttondel?,2-3,1-2,0-1,1-3
VM1994,Vilket resultat blev Belgien-Tyskland i åttondel?,2-3,1-2,0-1,1-3
VM1994,Vilket resultat blev Bulgarien-Italien i semifinal?,1-2,0-1,2-1,1-3
VM1994,Vilket resultat blev det i bronsmatchen?,4-0,3-1,2-0,5-1
VM1994,Vilket resultat blev det i semifinalen mot Brasilien?,0-1,0-2,1-2,1-3
VM1994,Vilket resultat blev det mot Rumänien i kvartsfinal?,2-1,1-0,3-2,2-0
VM1994,Vilket resultat blev det mot Saudiarabien i åttondelsfinal?,3-1,2-0,4-1,1-0
VM1994,Vilket resultat blev i öppningsmatchen?,Tyskland-Bolivia 1-0,USA-Schweiz 1-1,Brasilien-Ryssland 2-0,Argentina-Grekland 4-0
VM1994,Vilket resultat blev Irland-Nederländerna i åttondel?,0-2,1-2,0-1,1-3
VM1994,Vilket resultat blev Nederländerna-Brasilien i kvartsfinal?,2-3,1-2,0-1,1-3
VM1994,Vilket resultat blev Nigeria-Italien i åttondel?,1-2,0-1,2-3,0-2
VM1994,Vilket resultat blev Ryssland-Kamerun där Salenko gjorde 5 mål?,6-1,5-0,7-2,5-1
VM1994,Vilket resultat blev Schweiz-Spanien i åttondel?,0-3,1-2,0-1,1-3
VM1994,Vilket resultat blev Spanien-Italien i kvartsfinal?,1-2,0-1,2-3,0-2
VM1994,Vilket resultat blev Tyskland-Bulgarien i kvartsfinal?,1-2,0-1,2-3,1-3
VM1994,Vilket resultat blev USA-Brasilien i åttondel?,0-1,1-2,0-2,1-3
VM1994,Vilket resultat fick Irland mot Italien i gruppspelet?,1-0,0-1,1-1,2-1
VM1994,Vilket resultat fick Sverige mot Brasilien i gruppspelet?,1-1,0-1,2-1,0-2
VM1994,Vilket resultat fick Sverige mot Kamerun i gruppspelet?,2-1,1-0,3-1,2-0
VM1994,Vilket resultat fick Sverige mot Ryssland i gruppspelet?,3-1,2-0,4-1,1-0
VM1994,Vilket slutresultat blev det på straffarna i finalen?,3-2 till Brasilien,4-2 till Brasilien,3-1 till Brasilien,4-3 till Brasilien
VM1994,Vilket år startade MLS som följd av VM 1994?,1996,1995,1997,1998
