Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
ww2,Vad hette Japans flotta som förstördes vid Midway?,Imperial Navy,Combined Fleet,Pacific Fleet,Sun Navy
ww2,Vilket år kapitulerade Japan?,1945,1944,1946,1947
ww2,Vem skrev under Tysklands kapitulation i Reims?,Alfred Jodl,Wilhelm Keitel,Heinrich Himmler,Erwin Rommel
ww2,Vem var känd som “Desert Fox”?,Rommel,Göring,Himmler,Keitel
ww2,Vem var Tysklands utrikesminister 1938–45?,Joachim von Ribbentrop,Heydrich,Speer,Goebbels
ww2,Vad hette Storbritanniens underrättelsetjänst?,MI6,MI5,CIA,OSS
ww2,Vad hette USAs underrättelsetjänst under kriget?,OSS,FBI,NSA,MI6
ww2,Vad hette det tyska slagskeppet som var syster till Bismarck?,Tirpitz,Scharnhorst,Gneisenau,Lützow
ww2,Vad hette det hemliga amerikanska projektet nära Los Alamos?,Manhattanprojektet,Hydrogenprojektet,Atomic Lab,Trinity
ww2,Vad kallades nazisternas propagandaorganisation för ungdomar?,Hitlerjugend,HJ-SS,SA-Union,Gestapo
ww2,Vad hette den tyske general som försvarade Normandie?,Erwin Rommel,Heinz Guderian,Albert Kesselring,Model
ww2,Vad kallades planerna för atombombsfällningen i Japan?,Operation Centerboard,Operation Downfall,Operation Sunburst,Operation Fire
ww2,Vilket land ockuperade Japan under kriget i Asien?,Kina,Thailand,Korea,Philippines
ww2,Vad var kodnamnet på invasionen av Normandie?,Overlord,Husky,Torch,Cobra
ww2,Vad hette kapitulationsorten för Japan?,USS Missouri,Tokyo Bay,San Francisco,Yokohama
ww2,Vad hette den brittiska premiärministern när kriget startade?,Chamberlain,Churchill,Attlee,MacDonald
ww2,Vilket land sköt ner Pearl Harbor fartyg 1941?,Japan,Kina,Ryssland,Tyskland
ww2,Vad hette Sovjets högsta råd och ledningsgrupp under kriget?,Stavka,Politbyrån,Duman,Kommissariatet
ww2,Vad hette koncentrationslägret nära München?,Dachau,Auschwitz,Treblinka,Sobibor
ww2,Vad hette Warszawas gettoledare som begick självmord?,Adam Czerniaków,Jan Karski,Szilard,Frank
ww2,Vad hette Japans officer som beordrade Pearl Harbor?,Yamamoto,Tojo,Kawasaki,Hashimoto
ww2,Vilket land befriade Auschwitz 1945?,Sovjetunionen,USA,Storbritannien,Frankrike
ww2,Vad hette dokumentet som delade upp Polen mellan Sovjet och Tyskland?,Molotov-Ribbentrop pakten,Versailles,Teheranavtalet,Leningradfördraget
ww2,Vem var ledare för fascistpartiet i Rumänien?,Ion Antonescu,Zogu,Karol,Wilhelm
ww2,Vad kallades alliansen mellan Tyskland, Japan och Italien?,Axelmakterna,Tre rikena,Tripartite union,Iron pact
ww2,Vad kallades samarbetet mellan USA, Storbritannien och Sovjet?,De allierade,Trippelententen,NATO,FN
ww2,Vad hette den brittiska flottbasen på Malta?,Valletta,Hal Far,Sliema,Ta Qali
ww2,Hur slutade Benito Mussolinis liv?,Han avrättades av partisaner,Han tog sitt liv,Han flydde till Spanien,Han togs till fånga av britterna
ww2,Vad hette det tyska flygplan som var först att använda jetmotor?,Messerschmitt Me 262,Focke-Wulf,Messer 190,Stuka
ww2,Vilken stad i USA tillverkades de flesta bombplanen?,Detroit,Los Angeles,Houston,New York
ww2,Vad var USAs strategi i Stilla havet kallad?,Island hopping,Rolling thunder,Pacific drift,Sea bridge
ww2,Vad hette koderna för invasionens stränder i Normandie?,Omaha,Utah,Gold,Juno
ww2,Vem var ledare för USA:s flottstyrkor i Stilla havet?,Chester Nimitz,MacArthur,Eisenhower,Omar Bradley
ww2,Vilket land förlorade flest soldater under andra världskriget?,Sovjetunionen,Tyskland,Japan,Kina
ww2,Vad hette general Plan i Tyskland att anfalla Belgien och Frankrike?,Schlieffenplanen,Auftrag,Westwall,Reichsplan
ww2,Vad hette kvinnan som kallades "Nattens häxor" bland sovjetiska piloter?,Sovjetiska kvinnliga bombpiloter,tyska kvinnliga agenter,franska partisaner,amerikanska sjuksköterskor
ww2,Hur lång tid varade slaget om Stalingrad?,Cirka 5 månader,1 månad,1 år,6 veckor
ww2,Var landsteg de allierade i Italien 1943?,Sicilien,Sardinen,Rom,Neapel
ww2,Vad hette slaget där Sovjet och Tyskland möttes i världens största pansarslag?,Kursk,Stalingrad,Minsk,Leningrad
ww2,Vad var kodnamnet för Hitlers plan att mörda Churchill, Stalin och Roosevelt i Teheran?,Operation Long Jump,Operation Fox,Operation Hydra,Operation Eagle
ww2,Vad hette den amerikanska stridspiloten som blev känd som "Flying Tiger"?,Claire Lee Chennault,Douglas MacArthur,George Patton,Omar Bradley
ww2,Vad hette den sovjetiska prickskytten som blev propagandaikon?,Vasilij Zajtsev,Semyon Budjonny,Georgij Zjukov,Ivan Pavlov
ww2,Vilket land bytte från neutralitet till att förklara krig mot Tyskland 1941?,USA,Sverige,Spanien,Schweiz
ww2,Vad kallades det tyska försöket att mörda Hitler 20 juli 1944?,Operation Valkyria,Operation Phoenix,Operation Hydra,Operation Iron Cross
ww2,Vad kallades Hitlers plan att utrota judarna?,Den slutgiltiga lösningen,Kristallnatten,Gettoplanen,Sonderaktion
ww2,Hur många länder deltog i andra världskriget totalt?,Över 60,20,35,45
ww2,Vad hette den tyske general som kapitulerade i Stalingrad?,Friedrich Paulus,Heinz Guderian,Karl Dönitz,Wilhelm Keitel
ww2,Vad kallades Nya Zeelands och Australiens trupper som stred i Nordafrika?,ANZAC,Comet Corps,Commonwealth Line,Pacific Army
ww2,Hur dog Adolf Hitler?,Självmord,Avrättades,Sköts av sovjetiska soldater,Flydde
ww2,Vad var fascisternas symbol i Italien?,Fasces,Örnen,Hakkorset,Falconen
ww2,Hur lång tid varade belägringen av Leningrad?,900 dagar,500 dagar,300 dagar,1000 dagar
ww2,Vad hette den japanske generalen som avrättades efter kriget?,Hideki Tojo,Isoroku Yamamoto,Tomoyuki Yamashita,Masaharu Homma
ww2,Vad hette USA:s strategi för att lägga tryck på Japans ekonomi före kriget?,Handelsembargo,Marshallhjälp,Trumanplan,Neutralitetsavtal
ww2,Vad var kodnamnet för tyskarnas offensiv i Ardennerna?,Wacht am Rhein,Unternehmen Blau,Unternehmen Rot,Operation Leuthen
ww2,Vad kallades vägen som försåg Kina med material från Burma?,Burma Road,Silk Road,China Trail,Peking Road
ww2,Vem sa uttrycket ”Blod, svett och tårar” 1940?,Winston Churchill,Franklin Roosevelt,Joseph Stalin,Charles de Gaulle
ww2,Vem var tysk överbefälhavare under invasionen av Polen?,Gerd von Rundstedt,Wilhelm Keitel,Heinz Guderian,Rommel
ww2,Vad hette slagen där USA tog öar närmare Japan i 1945?,Iwo Jima och Okinawa,Midway och Coral Sea,Guadalcanal och Borneo,Leyte och Formosa
ww2,Vad var kodnamnet för de allierades invasion av södra Frankrike?,Operation Dragoon,Operation Torch,Operation Husky,Operation Overlord
ww2,Hur lång tid tog det innan Frankrike kapitulerade 1940?,6 veckor,6 månader,1 år,3 månader
ww2,Vem skrev dagbok i Amsterdam som blev världsberömd efter kriget?,Anne Frank,Primo Levi,Elie Wiesel,Hannah Arendt
ww2,Vad var namnet på det brittiska spionnätverket i Skandinavien?,The Shetland Bus,Operation Seal,Operation Arctic,Spy North
ww2,Vad hette tyskarnas hemliga vapen: flygande bomber?,V1-raketen,V2-raketen,Stuka,Fritz X
ww2,Vad hette tyskarnas ballistiska raket?,V2-raketen,V1-raketen,Panzerfaust,Me 262
ww2,Vad var HMS Hood?,Ett brittiskt slagskepp,Ett tysk hangarfartyg,Ett amerikanskt bombplan,Sovjetisk ubåt
ww2,Hur slutade slaget vid El Alamein?,Brittisk seger,Tysk seger,Oavgjort,Italiensk seger
ww2,Vilket land ockuperades av både Tyskland och Sovjet 1939?,Polen,Norge,Jugoslavien,Rumänien
ww2,Vad hette amerikanska flygvapenets general i Europa?,Carl Spaatz,George Marshall,George Patton,Omar Bradley
ww2,Var kapitulerade Tyskland villkorslöst 1945?,Reims och Berlin,Warszawa,Rom,Breda
ww2,Vad hette den hemliga franska polisen under Vichy?,Milice,Vérité,Gestapo,FPF
ww2,Hur många atombomber fälldes mot Japan?,Två,En,Tre,Fyra
ww2,Vad hette staden där Mussolini avrättades?,Como,Florens,Milano,Rom
ww2,Vad kallades kvinnorna som styrde lastbilar och ambulanser i USA?,WAC,RAF Women,ATS,WASPs
ww2,Vem var Japans premiärminister under kriget?,Hideki Tojo,Isoroku Yamamoto,Hirohito,Yamashita
ww2,Vad hette fartyget där Japans kapitulation undertecknades?,USS Missouri,USS Arizona,USS Enterprise,USS Midway
ww2,Vilka tre stormakter utgjorde “The Big Three”?,USA,Storbritannien,USSR,Frankrike
ww2,Vilket år föll Frankrike?,1940,1941,1939,1942
ww2,Vad hette det tyska kvadratiska kors-symbolen?,Hakkors,Oddalkorset,Maltakors,Balkenkors
ww2,Vem var högste ansvarig för propaganda i Nazityskland?,Goebbels,Himmler,Göring,Ribbentrop
ww2,Vad kallades Mussolinis fascistiska ungdomsrörelse?,Balilla,Gestapo,Hitlerjugend,Avanti
ww2,Vem spelade en avgörande roll som kodknäckare i Bletchley Park?,Alan Turing,Churchill,Enigma,Bernard Lovell
ww2,Vad kallades operationen där Sovjet slog ut Finlands armé i Karelen?,Vinterkriget,Finska fronten,Karelenslaget,Operation Frost
ww2,Vad hette Japans attack mot Filippinerna?,Invasionen av Luzon,Operation Cobra,Manila strike,Island hop
ww2,Vilket land utvecklade först radar till krigsbruk?,Storbritannien,Tyskland,USA,Sovjet










