Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
kemi,Vilket grundämne är mer värdefullt än guld?,Platina,Palladium,Rodium,Iridium
kemi,Vilket grundämne användes av Marie Curie i hennes forskning?,Radium,Polonium,Uran,Torium
kemi,Vilket grundämne uppkallades efter Marie Curies hemland?,Polonium,Radium,Francium,Europium
kemi,Vilket grundämne är en radioaktiv gas som bildas från radon?,Radon,Francium,Astat,Radium
kemi,Vilket grundämne uppkallades efter Frankrike av dess upptäckare?,Francium,Gallium,Europium,Germanium
kemi,Vilket grundämne är extremt sällsynt och instabilt?,Astat,Francium,Radon,Protaktinium
kemi,Vilket grundämne används för kärnklyvning i kärnkraftverk?,Uran,Plutonium,Torium,Neptunium
kemi,Vilket grundämne upptäcktes först genom konstgjord framställning?,Neptunium,Plutonium,Americium,Curium
kemi,Vilket grundämne används i atombomber?,Plutonium,Uran,Neptunium,Americium
kemi,Vilket syntetiska grundämne används i rökdetektorer?,Americium,Californium,Berkelium,Einsteinium
kemi,Vilket radioaktiva grundämne kan framställa neutronkällor?,Curium,Radium,Polonium,Francium
kemi,Vilket grundämne används för neutronstrålar i forskning?,Berkelium,Californium,Americium,Lawrencium
kemi,Vilket grundämne kan användas för att starta kärnreaktioner?,Californium,Americium,Berkelium,Lawrencium
kemi,Vilket grundämne är extremt instabilt med kort halveringstid?,Einsteinium,Fermium,Mendelevium,Nobelium
kemi,Vilket grundämne existerar bara i laboratorier?,Fermium,Einsteinium,Nobelium,Lawrencium
kemi,Vilket grundämne har ingen praktisk användning ännu?,Mendelevium,Fermium,Nobelium,Lawrencium
kemi,Vilket grundämne är så instabilt att det bara existerar i sekunder?,Nobelium,Lawrencium,Rutherfordium,Dubnium
kemi,Vilket grundämne framställs bara i partikelacceleratorer?,Lawrencium,Nobelium,Rutherfordium,Dubnium
kemi,Vilket grundämne har aldrig isolerats i makroskopiska mängder?,Rutherfordium,Dubnium,Seaborgium,Bohrium
kemi,Vilket grundämne framställdes först i Ryssland?,Dubnium,Rutherfordium,Seaborgium,Bohrium
kemi,Vilket grundämne används endast för vetenskaplig forskning?,Seaborgium,Bohrium,Hassium,Meitnerium
kemi,Vilket grundämne existerar bara i bråkdelar av sekunder?,Bohrium,Hassium,Meitnerium,Darmstadtium
kemi,Vilket grundämne framställs i Tyskland?,Hassium,Meitnerium,Darmstadtium,Roentgenium
kemi,Vilket grundämne har ingen känd stabil isotop?,Meitnerium,Darmstadtium,Roentgenium,Copernicium
kemi,Vilket grundämne skapades vid GSI-laboratoriet?,Darmstadtium,Roentgenium,Copernicium,Nihonium
kemi,Vilket grundämne kan bara observeras genom sina sönderfallsprodukter?,Roentgenium,Copernicium,Nihonium,Flerovium
kemi,Vilket grundämne har alla isotoper radioaktiva?,Copernicium,Nihonium,Flerovium,Moscovium
kemi,Vilket grundämne upptäcktes i Japan 2004?,Nihonium,Flerovium,Moscovium,Livermorium
kemi,Vilket grundämne har längst halveringstid bland super-tunga element?,Flerovium,Moscovium,Livermorium,Tennessine
kemi,Vilket grundämne har upptäckts vid JINR-institutet?,Moscovium,Livermorium,Tennessine,Oganesson
kemi,Vilket grundämne skapades vid Lawrence Livermore laboratorium?,Livermorium,Tennessine,Oganesson,Moscovium
kemi,Vilket grundämne är en av de nyaste i periodiska systemet?,Tennessine,Oganesson,Livermorium,Moscovium
kemi,Vilket grundämne är det tyngsta någonsin skapade?,Oganesson,Tennessine,Livermorium,Moscovium
kemi,Vilket grundämne bildar diamanter och grafit?,Kol,Kisel,Bor,Germanium
kemi,Vilket grundämne finns i alla proteiner?,Kväve,Kol,Syre,Svavel
kemi,Vilket grundämne används i halvledare och datorchips?,Kisel,Germanium,Gallium,Arsenik
kemi,Vilket grundämne lyser gul-grön i gatulampor?,Natrium,Kvicksilver,Neon,Argon
kemi,Vilket grundämne är flytande vid rumstemperatur och silverfärgat?,Kvicksilver,Gallium,Brom,Cesium
kemi,Vilket grundämne används i röntgenapparater?,Wolfram,Molybden,Rhenium,Tantalum
kemi,Vilket grundämne ger guld dess gula färg när det är rent?,Guld innehåller bara guld,Koppar,Silver,Zink
kemi,Vilket grundämne används för att göra Silver starkare?,Koppar,Zink,Nickel,Tenn
kemi,Vilket grundämne används i smycken och är resistent mot rost?,Platina,Palladium,Iridium,Rodium
kemi,Vilket grundämne används i katalysatorer för bilar?,Palladium,Platina,Rodium,Iridium
kemi,Vilket grundämne är så sällsynt att det kostar mer än guld?,Rodium,Iridium,Platina,Osmium
kemi,Vilket grundämne används för att färga glas grönt?,Krom,Kobolt,Nickel,Mangan
kemi,Vilket grundämne används i rostfritt stål?,Krom,Nickel,Mangan,Molybden
kemi,Vilket grundämne används i batterier för elbilar?,Litium,Kobolt,Nickel,Mangan
kemi,Vilket grundämne används i solceller?,Kisel,Germanium,Gallium,Indium
kemi,Vilket grundämne används i LCD-skärmar?,Indium,Gallium,Germanium,Kisel
kemi,Vilket grundämne används för att göra glas starkt?,Bor,Kisel,Aluminium,Magnesium
kemi,Vilket grundämne används i keramik för rymdraketer?,Zirkonium,Hafnium,Tantalum,Niob
kemi,Vilket grundämne används i supermagneter?,Neodym,Samarium,Dysprosium,Terbium
kemi,Vilket grundämne lyser starkt gul under UV-ljus?,Europium,Terbium,Yttrium,Gadolinium
kemi,Vilket grundämne används i lasrar?,Neodym,Yttrium,Erbium,Holmium
kemi,Vilket grundämne används i hårddiskar?,Neodym,Dysprosium,Terbium,Gadolinium
kemi,Vilket grundämne används i rader-skärmar?,Yttrium,Europium,Terbium,Gadolinium
kemi,Vilket grundämne används i MRI-scanners för kontrast?,Gadolinium,Terbium,Dysprosium,Europium
kemi,Vilket grundämne är kritiskt för vindkraftverk?,Neodym,Samarium,Dysprosium,Terbium
kemi,Vilket grundämne används i katalytiska konverterare?,Cerium,Lantanum,Praseodym,Samarium
kemi,Vilket grundämne lyser röd i laserpekare?,Helium,Neon,Krypton,Rubidium
kemi,Vilket grundämne används i glasfiberoptik?,Erbium,Ytterbium,Holmium,Thulium
kemi,Vilket grundämne används för neutronabsorption i kärnreaktorer?,Bor,Kadmium,Indium,Hafnium
kemi,Vilket grundämne används i höghållfast stållegering?,Vanadium,Krom,Molybden,Niob
kemi,Vilket grundämne förhindrar kärnklyvning genom neutroninfångning?,Kadmium,Bor,Hafnium,Indium
kemi,Vilket grundämne används i jetmotorer för extrema temperaturer?,Rhenium,Wolfram,Tantalum,Molybden
kemi,Vilket grundämne ger gul färg i fyrverkerier?,Natrium,Strontium,Barium,Kalium
kemi,Vilket grundämne ger grön färg i fyrverkerier?,Barium,Strontium,Natrium,Kalium
kemi,Vilket grundämne ger röd färg i fyrverkerier?,Strontium,Barium,Natrium,Litium
kemi,Vilket grundämne används i pacemakers för hjärtat?,Litium,Natrium,Kalium,Magnesium
kemi,Vilket grundämne orsakar Alzheimers sjukdom enligt vissa teorier?,Aluminium,Bly,Kvicksilver,Kadmium
kemi,Vilket grundämne används för att rena vatten från bakterier?,Silver,Koppar,Zink,Kvicksilver
kemi,Vilket grundämne används i antibakteriella såp?,Silver,Koppar,Zink,Titan
kemi,Vilket grundämne används i solkräm för UV-skydd?,Zink,Titan,Aluminium,Magnesium
kemi,Vilket grundämne orsakar blå färg på koppar när det oxiderar?,Koppar,Mangan,Järn,Nickel
kemi,Vilket grundämne används för att förgyllla smycken?,Guld,Silver,Platina,Palladium
kemi,Vilket grundämne används i termostatiska element?,Bimetall med olika grundämnen,Järn,Nickel,Krom
kemi,Vilket grundämne används i gasdetektorer?,Xenon,Argon,Krypton,Helium
kemi,Vilket grundämne upptäcktes av Marie Curie 1898?,Polonium,Radium,Francium,Astatin
kemi,Vilket grundämne upptäcktes av Pierre och Marie Curie?,Radium,Polonium,Francium,Thorium
kemi,Vilket grundämne användes i gamla termometrar?,Kvicksilver,Gallium,Indium,Cesium
kemi,Vilket grundämne användes i gamla rörläggningar?,Bly,Tenn,Zink,Koppar
kemi,Vilket grundämne är giftigt och används i pesticider?,Arsenik,Bly,Kadmium,Kvicksilver
kemi,Vilket grundämne ger smaragder deras gröna färg?,Krom,Beryllium,Vanadium,Nickel
kemi,Vilket grundämne ger safirer deras blå färg?,Titan,Krom,Järn,Kobolt
