Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
starwars,Vem är Darth Sidious i verkligheten?,Palpatine,Maul,Count Dooku,General Grievous
starwars,Vad är namnet på klonarméns skapare?,Jango Fett,Obi-Wan Kenobi,Yoda,Mace Windu
starwars,Vilka är de två stora Sith-lorderna som tränar under ”Rule of Two”?,Darth Sidious och Darth Vader,Darth Maul och Darth Tyranus,Darth Vader och Darth Maul,Darth Bane och Darth Nihilus
starwars,Vad heter planeten där Luke träffar Yoda?,Dagobah,Tatooine,Endor,Kashyyyk
starwars,Vad heter karaktären som spelar C-3PO?,Anthony Daniels,Peter Mayhew,Kenny Baker,Frank Oz
starwars,Vad är namnet på stormtrooper-uniformens skapare i Star Wars-universumet?,Imperiet,Rebellalliansen,Separatisterna,First Order
starwars,Vilken typ av varelse är Chewbacca?,Wookiee,Twi’lek,Hutt,Muun
starwars,Vad heter stamfadern för Jediorden?,Luke Skywalker,Yoda,Obi-Wan Kenobi,Mace Windu
starwars,Vad heter Sith-lorden som har en dubbelbladig ljussabel?,Darth Maul,Darth Vader,Count Dooku,Darth Sidious
starwars,I vilken film dör Obi-Wan Kenobi?,Revenge of the Sith,A New Hope,The Empire Strikes Back,Return of the Jedi
starwars,Varifrån är karaktären Rey ursprungligen?,Jakku,Tatooine,Coruscant,Mandalore
starwars,Vad heter planeten med sandöken där Anakin växte upp?,Tatooine,Naboo,Endor,Kashyyyk
starwars,Hur många filmer ingick i den ursprungliga Star Wars-sagan (Skywalker-sagan)?,9,10,8,7
starwars,Vem spelade prinsessan Leia i den ursprungliga trilogin?,Carrie Fisher,Debbie Reynolds,Margaret Hamilton,Veronica Cartwright
starwars,Vad heter Jar Jar Binks hemplanet?,Naboo,Tatooine,Endor,Korriban
starwars,Vilka karaktärer bildar Team Halo i ”Rogue One”?,"Jyn Erso, Cassian Andor, K-2SO","Luke, Leia, Han","Chirrut Imwe, Baze Malbus, Saw Gerrera","Rey, Finn, Poe"
starwars,Vad är namnet på den första Star Wars-animéserien?,Star Wars: The Clone Wars,Star Wars Rebels,Star Wars Resistance,Star Wars Droids
starwars,Vem är Mandalorians egentliga namn i serien ”The Mandalorian”?,Din Djarin,Boba Fett,Jango Fett,Greef Karga
starwars,Vilken skapelse är en av de första som sänds på Disney+ för Star Wars?,The Mandalorian,The Clone Wars,Rebels,The Bad Batch
starwars,Vad heter ledaren för rebellerna i ”Rogue One”?,Jyn Erso,Cassian Andor,K-2SO,Chirrut Imwe
starwars,Vem är skaparen av Clone Wars-serien?,Dave Filoni,George Lucas,Phil Lord,Chris Miller
starwars,"Vem är känd för att ha spelat både Luke Skywalker och en cameo som en jedi i ""Star Wars: The Force Awakens""?",Mark Hamill,Alec Guinness,Harrison Ford,Adam Driver
starwars,Vad heter planeten där ”The Last Jedi” tränar motståndsrörelsen?,Ahch-To,Dagobah,Hoth,Ryloth
starwars,Han Solo spelas av Harrison Ford men vem spelar honom i ”Solo: A Star Wars Story”?,Alden Ehrenreich,Emilia Clarke,Daisy Ridley,John Boyega
starwars,Vem är skaparen av kvävljustekniken som beskrivs i Star Wars?,George Lucas,Lucasfilm,Industrial Light & Magic,Ingen påpekad
starwars,I vilken Star Wars-film introduceras karaktären Kylo Ren?,The Force Awakens,The Last Jedi,The Rise of Skywalker,Rogue One
starwars,Vem spelar prinsessan Leia i ”The Mandalorian” serie?,Carrie Fisher,Tiffany Haddish,Felicity Jones,Emily Swallow
starwars,Vilket år lanserades första säsongen av ”The Mandalorian”?,2019,2018,2020,2017
starwars,Vilket år föddes Anakin Skywalker enligt den officiella Star Wars-kanonen?,41.9 BBY,32 BBY,55 BBY,18 BBY
starwars,Vad heter Anakin Skywalkers mor?,Shmi Skywalker,Sandra Skywalker,Leia Skywalker,Padmé Amidala
starwars,Vad är autentisk titel och roll för Mace Windu i Jedi rådet?,Master Jedi,Mentor,Master of the Order,Grand Master
starwars,Vilket klonsoldatnummer identifieras med kapten Rex?,CT-7567,CT-5555,CT-2118,CT-9876
starwars,"Vad heter spelet som Rey spelar i ""The Force Awakens""?",Dejarik,Sabacc,Chance Cube,Holo-chess
starwars,Vilken ras tillhör Yoda?,Okänd,Gungan,Togruta,Wookiee
starwars,Vad är namnet på Obi-Wan Kenobis mentor?,Qui-Gon Jinn,Count Dooku,Mace Windu,Darth Sidious
starwars,Vem skapade stormtrooper-uniformens design i verkligheten?,Ralph McQuarrie,John Mollo,Ralph Lauren,George Lucas
starwars,Vad heter den droid som sällskapar Anakin under klonkrigen?,R2-D2,C-3PO,BB-8,K-2SO
starwars,Vilken planet är hemplanet till rebellerna Leia och Leia Organa?,"Alderaan, som går under",Tatooine,Naboo,Endor
starwars,Hur många ljussabelsblad har Count Dookus ljussabel?,Ett,Ett med krok,Ett med kurva,Två
starwars,Vad heter den planet där Jedi-templet ligger?,Coruscant,Tatooine,Naboo,Mustafar
starwars,Vad är det officiella namnet på kraften som Jedi använder?,The Force,Kismet,Fate,Ether
starwars,Vilken karaktär är först att använda en dubbelbladig ljussabel?,Darth Maul,Count Dooku,Darth Vader,Mace Windu
starwars,Vad heter Sith-lärjungen som blir Darth Vader?,Anakin Skywalker,Ahsoka Tano,Kylo Ren,Boba Fett
starwars,Vad är namnet på borgen där Palpatine bor?,Theed Palace,Imperial Palace,Dreadnaught Fortress,Coruscant Castle
starwars,Vem är ansvarig för att skapa Clone Troopers i serien?,Jango Fett,Palpatine,Count Dooku,Boba Fett
starwars,"Vem är ledaren för Mandalorians i serien ""The Mandalorian""?",Din Djarin,Boba Fett,Jango Fett,Greef Karga
starwars,Vad kallas familjen Solo i expansionsserien?,House Solo,House Organa,House Skywalker,House Kenobi
starwars,Vilken karaktär dödade Jabba the Hutt?,Leia Organa,Han Solo,Luke Skywalker,Samantha Jones
starwars,Vad är Leia Organas fullständiga namn?,Leia Organa Solo,Leia Amidala Organa,Leia Tano Organa,Leia Skywalker Solo
starwars,Vilken modell är R2-D2 baserad på?,R2-Serie,R1-Serie,BB-Serie,KX-Serie
starwars,"Vad är specialiteten hos droiderna i Star Wars-serien ""The Bad Batch""?",Modifierade kloner,Standarddroid,Astrodroid,Medicinska droid
starwars,Vilken Star Wars-serie utspelar sig kronologiskt mellan Episod III och IV?,The Clone Wars,Rebels,Resistance,Mandalorian
starwars,Vad heter Luke Skywalkers mentor från den äldre generationen?,Obi-Wan Kenobi,Yoda,Mace Windu,Ahsoka Tano
starwars,Vilka varelser bor på planeten Endor?,Ewoks,Wookies,Togrutas,Gungans
starwars,Vilket namn har Imperiets superdödsklase?,Death Star,Star Killer,Executor,Super Star Destroyer
starwars,Vem skapade den ursprungliga ljuddesignen och ljudeffekterna till Star Wars?,Ben Burtt,John Williams,Alan Smithee,Phil Tippett
starwars,Vem animeraade för första gången Jar Jar Binks i Star Wars Episode I?,George Lucas,Nick Gillard,Phil Tippett,Frank Oz
starwars,Vem är historiker i Star Wars-universumet som överlevde Order 66?,Cere Junda,Quinlan Vos,Ahsoka Tano,Kanan Jarrus
starwars,Vad heter planeten där Kylo Ren härskar i ”The Rise of Skywalker”?,Exegol,Ahch-To,Starkiller Base,Jedha
starwars,Vilken karaktär skildras som ”The Mandalorian”?,Din Djarin,Bo-Katan Kryze,Greef Karga,Boba Fett
starwars,Vilket år sändes första avsnittet av Star Wars: The Clone Wars?,2008,2010,2012,2006
starwars,Vem spelade Obi-Wan Kenobi i den ursprungliga Star Wars-trilogin?,Alec Guinness,Ewan McGregor,Jeremy Bulloch,Peter Cushing
starwars,Vem blir Sith-lord efter Count Dooku?,Darth Vader,Kylo Ren,Darth Maul,Fennec Shand
starwars,Vad heter filmen där karaktären Han Solo har sitt ursprung?,Solo: A Star Wars Story,The Mandalorian,Revenge of the Sith,Star Wars Episode IV
starwars,Vad heter det lilla gröna kraftväsendet som lärt Jedi?,Yoda,Mace Windu,Obi-Wan Kenobi,Ahsoka Tano
starwars,Vem är ledaren för rebellerna i serien ”Star Wars Rebels”?,Hera Syndulla,Kanan Jarrus,Zeb Orrelios,Grand Admiral Thrawn
starwars,Vilken karaktär visar sig vara Luke Skywalkers far?,Anakin Skywalker,Obi-Wan Kenobi,Darth Sidious,Count Dooku
starwars,Vilket år utspelar sig Star Wars: Episod I – Det mörka hotet?,32 BBY,19 BBY,41 BBY,45 BBY
starwars,Vad är namnet på den mörka sidan av Kraften som Palpatine använder?,The Dark Side,The Forbidden Side,The Shadow,The Evil Side
starwars,Vem var mentor till Darth Vader innan Palpatine?,Darth Tyranus,Count Dooku,Sidius Maul,Mace Windu
starwars,Vad är Sankta Rakatanernas ursprungliga hemvärld?,Korriban,Malachor,Tython,Jedha
starwars,Vilken karaktär är känd som ”The Grand Inquisitor”?,En före detta Jedi som blev Sith-soldat,Amilyn Holdo,Snoke,Thrawn
starwars,Vad heter den mystiska kraftvågen som förstörde Jedi-templet i Star Wars Legends?,The Great Hyperspace War,The Great Purge,The Jedi Massacre,The Sith Resurgence
starwars,Vad är den officiella beteckningen för stormtrooper-arméns första generation?,Clone Troopers,First Order Troopers,Phase I Troopers,Imperial Stormtroopers
starwars,Vem är den hemliga skaparen av klonarmén inom canon?,Jango Fett,Palpatine,Count Dooku,Yoda
starwars,Vilket ljussabelmönster används av Mace Windu?,Violet single blade,Double bladed,Red single blade,Green curved blade
starwars,Vad heter Sith-templet som Anakin förstörde under Slaget om Mustafar?,Temple of Korriban,Temple of Moraband,Temple of Malachor,The Black Spire Temple
starwars,Vad heter det rymdskepp som Boba Fett är mest förknippad med?,Slave I,Millennium Falcon,Executor,Imperial Star Destroyer
starwars,Vilken typ av vapen använder Grand Admiral Thrawn?,Lightsaber,Shoto and katana,Blaster Rifle,Duelist’s Saber
starwars,Varifrån kommer planeten Mandalore ursprungligen i Star Wars-universumet?,Outer Rim,Core Worlds,Mid Rim,Gamma Quadrant
starwars,Vad är den sällsynta kraftförmågan som endast några Sith Lords behärskar?,Force Choke,Force Lightning,Force Speed,Force Mind Control
starwars,Vem är den första karaktären som använder en dubbelbladig ljussabel?,Darth Maul,Count Dooku,Darth Vader,Mace Windu
starwars,Vad heter det hemliga Jedi-vapen som kan påverka mörka krafter?,Lightwhip,Force Pike,Electrostaff,Force Baton
starwars,Vilket betyder ”Padawan” inom Star Wars-universumet?,En lärling till en Jedi,Riddare,Mentor,Master
starwars,Vad är namnet på Anakin Skywalkers barnbok som utgavs inom Expanded Universe?,The Rise and Fall of Anakin Skywalker,The Apprentice’s Tale,Return of the Chosen One,Legacy of the Force
starwars,Vilken musikkompositör skapade det ikoniska Star Wars-temat?,John Williams,Hans Zimmer,Alan Silvestri,James Horner
starwars,Vem spelade Obi-Wan Kenobi i prequel-trilogin?,Ewan McGregor,Alec Guinness,Sam Witwer,Temuera Morrison
starwars,Vad betyder ”TIE” i TIE Fighter?,Twin Ion Engine,Triple Ion Engine,Turbo Ion Engine,Twelve Ion Engine
starwars,Vad heter stormtrooper som blir vän med en Jawas i ”The Mandalorian”?,TIESoldier 1888,Pedro,Jax,Kyle
starwars,Vem tränar Ahsoka Tano som Jedi-lärling?,Anakin Skywalker,Yoda,Obi-Wan Kenobi,Mace Windu
starwars,Vad är namnet på rebellen som dödade Grand Moff Tarkin?,Princess Leia,Eve,Han Solo,Luke Skywalker
starwars,Vad kallas Jedi-meditationsrum i templet?,The Jedi Council Chamber,The Meditation Chamber,The Force Room,The Jedi Sanctuary
starwars,Vad heter skådespelaren som spelar han Solo?,Harrison Ford,Alden Ehrenreich,Mark Hamill,Chris Pratt
starwars,Vem är skaparen av Star Wars-serien ”The Clone Wars”?,George Lucas,Dave Filoni,John Favreau,Simon Kinberg
starwars,Vad heter den mörka sidan tekniken som Kylo Ren framför i ”The Last Jedi”?,Force Freeze,Force Corrupt,Force Pull,Force Freeze
starwars,Vad heter Sith-lorden som slänger Obi-Wan ner i lava i ”Episode III”?,Darth Vader,Count Dooku,Darth Sidious,Darth Maul
starwars,Vilken planet är centrum för rebellerna när de rör sig mot Imperiet?,Yavin 4,Endor,Tatooine,Alderaan
starwars,Vad heter fängelseplaneten som Han Solo fängslades på?,Bespin,Starkiller,Corellia,Mimban
starwars,Vem är chef för Imperiets flottan?,Grand Moff Tarkin,Admiral Thrawn,Darth Vader,General Veers
starwars,Vad heter karaktären som är clone captain och byter namn till Rex?,CT-7567,CT-5555,CT-1010,CT-2123
starwars,Vilket vapen använder Boba Fett?,EE-3 Carbine Rifle,DL-44 Blaster,Lightsaber,Blaster Pistol
starwars,Vad heter planeten där rebellerna dödar Jabba the Hutt?,Tatooine,Naboo,Endor,Kashyyyk
starwars,Vem spelar karaktären The Mandalorian?,Pedro Pascal,Oscar Isaac,Mads Mikkelsen,Temuera Morrison
starwars,Vad heter imperiets supervapen som förstördes i Episod IV?,Dödsstjärnan,Starkiller Base,Super Star Destroyer,Executor
starwars,Vad betyder ”Wampa”?,Isvarelse på Hoth,Mörkarnärvättare,Jakthund,Jedi-vakt
starwars,Vilken Star Wars-karaktär är känd för frasen ”I’ve got a bad feeling about this”?,"Han Solo",Luke Skywalker,Leia Organa,C-3PO
starwars,Vilken planet är Obi-Wans exilplats?,Tatooine,Dagobah,Endor,Kashyyyk
starwars,Vad namn gavs till Luke Skywalkers nya ljussabel i ”The Last Jedi”?,Green Saber,Not Namned,Force Saber,Lightsaber
starwars,Vem spelar rollfiguren Ahsoka Tano i ”The Mandalorian”?,Rosario Dawson,Felicity Jones,Emily Swallow,Marisa Tomei
starwars,Vilket är Mandalorianens riktiga namn i serien The Mandalorian?,Din Djarin,Greef Karga,Boba Fett,Jango Fett
starwars,Vad heter det lilla gröna barnet som Mandalorianen skyddar?,Grogu,Baby Yoda,The Child,Yaddle
starwars,Vilken skådespelare spelar Mandalorianen i serien The Mandalorian?,Pedro Pascal,Temuera Morrison,Giancarlo Esposito,Timothy Olyphant
starwars,Vad är Mandalorianens stridsrustning gjord av?,Beskar-stål,Durasteel,Carbonite,Titanium
starwars,Vilket vapen är Mandalorianen mest känd för att använda?,Amban-sniper,Blaster pistol,Mandalorisk ljussabel,Dubbel ljussabel
starwars,Vad heter ledaren för det återstående imperiet som jagar Mandalorianen?,Moff Gideon,Grand Admiral Thrawn,Darth Vader,Darth Sidious
starwars,I vilken avsnittstitel räddas Grogu av Mandalorianen?,Chapter 8: Redemption,Chapter 10: The Passenger,Chapter 5: The Gunslinger,Chapter 3: The Sin
starwars,"Vem assisterar Mandalorianen som ledare för spionmärket ""The Client""?",Werner Herzog,Vizsla,Greef Karga,Dr. Pershing
starwars,Vad heter Mandalorianens vapensmed som tillverkar hans rustning?,Sorgan,Nilgaard,Bex,Wyatt
starwars,Vilken planet är Mandalorianen uppväxt på?,Mandalore,Tatooine,Naboo,Nevarro
starwars,Vilken mandalorian-ledare är allierad med Mandalorianen?,Bo-Katan Kryze,Greef Karga,Pre Vizsla,Boba Fett
starwars,Vad heter den organisation som Mandalorianen tillhör?,Clan of Two,Mandalorians,The Beskar Guild,The Way
starwars,Vilken låt är signaturen för The Mandalorian-serien?,”The Mandalorian Theme”,”The Child’s Lullaby”,”Star Wars Main Theme”,”Imperial March”
starwars,Vem spelar karaktären Greef Karga i The Mandalorian?,Carl Weathers,Giancarlo Esposito,Temuera Morrison,Pedro Pascal
starwars,Vad heter Mandalorianens vapensystem som kan absorbera ammunition?,Beskar Utrustning,Imperial Shield,Mandalorian Gauntlet,Energy Field
starwars,Vilken typ av varelse är Kuiil som hjälper Mandalorianen?,Ugnaught,Hutt,Wookiee,Togruta
starwars,I vilken säsong introduceras karaktären Ahsoka Tano i The Mandalorian?,Säsong 2,Säsong 1,Säsong 3,Säsong 4
starwars,Vad heter den korkade men modiga bounty hunter som ofta samarbetar med Mandalorianen?,Cara Dune,Greef Karga,IG-11,Fennec Shand
starwars,Vilken skådespelare spelar stormtroopern som heter Migs Mayfeld?,Bill Burr,Taika Waititi,Tommy Flanagan,Giancarlo Esposito
starwars,Vad heter skurken som använder Darksaber i The Mandalorian?,Moff Gideon,Bo-Katan Kryze,Pre Vizsla,Darth Maul
starwars,Vilket år köpte Disney Lucasfilm och rättigheterna till Star Wars?,2012,2010,2014,2015
starwars,Vad betalade Disney för Lucasfilm och Star Wars-rättigheterna?,4,05 miljarder dollar,3,2 miljarder dollar
starwars,Vem var Lucasfilms grundare som sålde till Disney?,George Lucas,Irvin Kershner,Lawrence Kasdan,Richard Marquand
starwars,Under vilken stor filmfestival annonserades Disney-köpet?,D23 Expo,Comic-Con,Sundance,TIFF
starwars,Vad var det första stora Star Wars-projektet som Disney släppte efter köpet?,The Force Awakens,The Clone Wars,Star Wars Rebels,Star Wars Resistance
starwars,Vem utsågs till chef för Lucasfilm efter Disney-köpet?,Kathleen Kennedy,George Lucas,Shonda Rhimes,Kevin Feige
starwars,Vad var George Lucas huvudsakliga anledning att sälja Lucasfilm till Disney?,Säkerställa Star Wars framtid,Ersätta sin roll,Fokus på andra projekt,Kris i bolaget
starwars,Hur påverkade Disney-köpet Star Wars Expanded Universe?,Mycket av EU blev ”Legends”,EU expanderade kraftigt,EU försvann helt,Det blev fler EU-böcker
starwars,Vilket år släpptes den första nya Star Wars-filmen under Disney?,2015,2013,2016,2014
starwars,Vad heter den producent som ofta samarbetar med Disney för Star Wars-serier?,Jon Favreau,George Lucas,JJ Abrams,Kevin Feige
starwars,Vilken streamingplattform ägs av Disney där många Star Wars-serier lanseras?,Disney+,Netflix,Amazon Prime,Hulu
starwars,Vilket fokusområde förändrades mest för Star Wars efter Disney-köpet?,Öppenhet för nya historier,Teknik,Färger,Musikproduktion
starwars,Vad hette Disney och Lucasfilms första samproducerade Star Wars-serie?,Star Wars Rebels,The Mandalorian,Star Wars Resistance,Clone Wars
starwars,Vem skrev regin för ”The Force Awakens” den första filmen efter Disney-köpet?,JJ Abrams,George Lucas,Rian Johnson,Lawrence Kasdan
starwars,Vilken filmserie blev officiellt ”canon” efter Disney-köpet?,Lucasfilms,Star Wars Expanded Universe,Star Trek,Harry Potter
starwars,Vad innebär klassen ”Legends” i Star Wars-universumet?,Gamla EU-historier ej canon,Nya Disney-filmer,Alla Star Wars-figurer,Star Wars-spel
starwars,Vilka var de tre ursprungliga invånarna i Star Wars Expanded Universe efter Disney-köpet?,Cherryh,Weis och Hickman,Lucas,Johnson och Abrams
starwars,Vad innebär Star Wars ”Canon Story Group” startad efter Disneyköpet?,Kontrollerar officialitet,Diverse manus,Filmproduktion,Musikval
starwars,Vilken film släpptes senast före Disneyköpet?,Revenge of the Sith,The Clone Wars,The Last Jedi,Return of the Jedi
starwars,Vad heter Star Wars-kaffet som lanserades under Disney-köpet för marknadsföring?,Galactic Brew,Starbucks Wars,Force Roast,Jedi Coffee
starwars,Vad är det exakta namnet på skådespelaren som spelade Boba Fett i originaltrilogin?,Jeremy Bulloch,Temuera Morrison,Daniel Logan,Matthew Wood
starwars,Vilken existerande musikstil inspirerade John Williams musik i Star Wars?,Koraler och klassisk symfoni,Pop,Rock,Blues
starwars,Vad heter stjärnsystemet där Death Star förstördes i första filmen?,Yavin 4,Tatooine,Endor,Mustafar
starwars,Vilket kodnamn användes för att dölja inspelningen av ”The Empire Strikes Back” under produktionen?,Blue Harvest,Red Dawn,Green Light,Silent Storm
starwars,Vad är den fullständiga beteckningen för R2-D2?,R2 Astromech Droid,R2 Combat Droid,R2 Repair Droid,R2 Recon Droid
starwars,Vem gjorde rösten till Darth Vader i originalfilmen?,James Earl Jones,Bob Anderson,David Prowse,Frank Oz
starwars,Vad heter ursprungsplaneten för Jedi-ordens första tempel?,Tython,Korriban,Dagobah,Endor
starwars,Vilket djur inspirerades designen av Rancor till?,Krokodil,Drake,Alligator,Krokodilödla
starwars,Vilket material användes för att göra stormtrooperuniformerna i de första filmerna?,ABS-plast,Vinyl,Kevlar,PVC
starwars,Vad heter det vapen som används av Rebellerna för att spränga bort imperiets TIE Fighters?,Proton torpedo,Photon blast,Laser bomb,Plasma missile
starwars,Vilken speciell teknik användes för att skapa Yodas karaktär i originaltrilogin?,Puppetry (marionett),CGI,Animationsfilm,Docka på bildskärm
starwars,Varför byttes skådespelaren som spelar Anakin Skywalker i ”Attack of the Clones”?,Åldersförändring,Christians personliga skäl,Skådespelarproblem,Konflikt med regissören
starwars,Vilken färg har ljussabeln som mest förknippas med Jedi som Qui-Gon Jinn?,Grön,Blå,Orange,Röd
starwars,Vilket namn bär den klon som blir kaptain Rex?,CT-7567,CT-5555,CT-2123,CT-2234
starwars,Vad är DJ (Dark Jedi) och vilken relation har de till Jedi och Sith?,Har lärt sig mörka och ljusa sidor,Ex-Jedi,Sith-lärlingar,Vanliga Jedi
starwars,Vad är namnet på den svarta planeten där Sith-dokumenten hittades i Star Wars Legends?,Korriban,Mahlon,Malachor,Tython
starwars,Vem skapade det visuella konceptet och designen av Star Wars-rymdskepp?,Ralph McQuarrie,George Lucas,J.J. Abrams,John Williams
starwars,Vilket namn gavs till Jedi-orden som fanns före Skywalker-klanen?,The Je'daii Order,The Old Republic,The Jedi Knights,The Force Wielders
starwars,Vilket Star Wars-fordon använder Chewbacca i originaltrilogin?,Millennium Falcon,Slave I,Ebon Hawk,Starfighter
starwars,Vad heter den sjögräsätande varelsen på Planet Dagobah?,Swamp Slug,Dagobah Beast,Yoda Beast,Froglet
starwars,Vem är den verkliga balansen i Kraften enligt vissa teorier i Star Wars-lore?,Anakin Skywalker,Luke Skywalker,Yoda,Darth Vader
starwars,Vilket år lanserades Star Wars Expanded Universe som officiell, men sedan pseudonimiserades?,1987,1993,1997
starwars,Vad heter den största superskurken efter Darth Vader i Star Wars-universumet?,Darth Sidious,Grand Admiral Thrawn,Moff Gideon,Count Dooku
starwars,Vad är det centrala vågande Judgement Day inom Star Wars-mytologin?,Slutet på Sith,Slutet på Jedi,Starten på Kraften,Slutet på galaxen
starwars,Vilken roll hade framstående särskilda effekternas mästare Dennis Muren i första Star Wars?,Visual effects supervisor,Production Designer,Executive Producer,Script Consultant
starwars,Vilket språk talar Wookiees i Star Wars?,Shyriiwook,Twi’lek,Huttese,Mando’a
starwars,Vilka Jar Jar Binks skapades av?,George Lucas och Phil Tippett,George Lucas och Dave Filoni,Jon Favreau och George Lucas,Phil Tippett och Jeremy Bulloch
starwars,Vad är den verkliga historien bakom skapandet av Darth Vader’s andningljud?,Kompresserade andningsmaskiner,Repeterade rullande dimmar,Laserljud,Elektromagneter
starwars,Vilket år producerades ”Star Wars: The Bad Batch”?,2021,2019,2020,2018
starwars,Vilka två regissörer var rivaler under skapandet av ”The Empire Strikes Back”?,Irvin Kershner och George Lucas,Richard Marquand och George Lucas,Steven Spielberg och George Lucas,Irvin Kershner och Richard Marquand
starwars,Vad heter den blixtsnabba hanteringen av Force som användes av Darth Sidious?,Force Lightning,Force Choke,Force Push,Force Crush
starwars,Vad heter den svåra kamptekniken Mandalorianen använder i ”The Mandalorian”?,Amban Rifle Combat,Mandalore Fighting Style,Din Djarin Style,Gobe Combat
starwars,Vad heter stjärnsystemet där ”The Mandalorian” utspelar sig främst?,Outer Rim,Mid Rim,Corellia,Outer Reach
starwars,Vem är skaparen av Star Wars-serien ”Resistance”?,Dave Filoni,George Lucas,Justin Ridge,Jon Favreau
starwars,Vilket år släpptes The Lego Star Wars filmer?,2013,2012,2011,2014
starwars,Vad är Yodas roll i ”The Clone Wars” och ”Rebels” serierna?,Jedi-mästare och mentor,General,Emperor’s Advisor,Commander
starwars,Vad är starten på Star Wars-sagan i kronologisk ordning?,The Phantom Menace,A New Hope,Attack of the Clones,Revenge of the Sith
starwars,Vem befallde order 66?,Palpatine,Anakin Skywalker,Count Dooku,Mace Windu
starwars,Vad heter den mandalorian-ledare som opponerar sig starkt mot Imperiet?,Bo-Katan Kryze,Pre Vizsla,Greef Karga,Fennec Shand
starwars,Vad heter rebellledaren som förekommer i ”Star Wars Rebels” och är pilot för Ghost?,Hera Syndulla,Kanan Jarrus,Zeb Orrelios,Ezra Bridger
starwars,Vem är skaparen av Star Wars-karaktären Ahsoka Tano?,George Lucas,Dave Filoni,John Williams,Simon Kinberg
starwars,Vad heter den speciella typen av kraftvapen som används av Mandalorians i serien ”The Mandalorian”?,Amban sniper rifle,Blaster pistol,Electrostaff,Force pike
starwars,Vem är Darth Mauls bror i Star Wars Expanded Universe?,Savage Opress,Maul Jr.,Darth Talon,Asajj Ventress
starwars,Vilket år anlände han Solo till Bespin?,1980,1977,1983,1999
starwars,Vad är namnet på planeten som utgör basen för First Order?,Starkiller Base,Exegol,Coruscant,Mimban
starwars,Vem är skaparen av Star Wars-temat och annat ikoniskt filmmusik?,John Williams,Alan Silvestri,Howard Shore,James Newton Howard
starwars,Vad är titeln på boken som fungerade som förlaga till ”Rogue One: A Star Wars Story”?,Catalyst,Rebels Rising,Guardians of the Whills,Star Wars: Bloodline
starwars,Vilken karaktär introducerades först i ”Star Wars: The Clone Wars” och blev populär?,Ahsoka Tano,Ezra Bridger,Hera Syndulla,Zeb Orrelios
starwars,Vilket företag skapade specialeffekterna till originaltrilogin?,Industrial Light & Magic,Pixar,ILM,Blue Sky Studios
starwars,Vem spelar rollen som Moff Gideon i ”The Mandalorian”?,Giancarlo Esposito,Pedro Pascal,Werner Herzog,Tamara Taylor
starwars,Vad heter planeten där Jedi-templet förstördes i ”The Clone Wars”?,Malachor,Korriban,Tython,Dagobah
starwars,"Vad kallas den kraftfulla och fruktade typen av krigare som kallas ""Dark Jedi""?",Force Priest,Shadow Jedi,Sith,Dark Jedi
starwars,Vem gav röst åt karaktären Grand Admiral Thrawn i ”Star Wars Rebels”?,Lars Mikkelsen,Mark Hamill,Timothy Zahn,James Earl Jones
